code,所属概念,股票代码,所属概念数量,market_code
300663,财税数字化;华为盘古;无人零售;数字货币;Web3.0;化债概念(AMC概念);跨境支付(CIPS);移动支付;AI应用;华为欧拉;互联网金融;虚拟数字人;数据确权;数字乡村;鸿蒙概念;智谱AI;数据要素;区块链;华为鲲鹏;AI智能体;蚂蚁集团概念;乡村振兴;智慧城市;脑机接口;数字经济;电子身份证;信创;数据安全;网络安全;DeepSeek概念;京津冀一体化;人工智能;百度概念;云计算;腾讯概念;阿里巴巴概念;创投;物联网;华为昇腾;量子科技;华为概念;商业航天;小米概念;东数西算(算力);数据中心(AIDC);芯片概念;深股通;融资融券,300663.SZ,48,33
000560,租售同权;物业管理;京津冀一体化;西部大开发;鸿蒙概念;数字经济;AIGC概念;人工智能;ChatGPT概念;数据要素;华为概念;深股通;融资融券,000560.SZ,13,33
920207,机器人概念;数据中心(AIDC);人形机器人;乡村振兴;数字乡村;AI应用;AI智能体;鸿蒙概念;融资融券;虚拟现实;虚拟数字人;芯片概念;职业教育;网络安全;空间计算;智能医疗;智慧城市;智慧政务;数据要素;数据安全;数字经济;数字孪生;多模态AI;华为鲲鹏;华为概念;华为昇腾;信创;元宇宙;人工智能;云计算;东数西算(算力);专精特新;AIGC概念;DeepSeek概念,920207.BJ,34,151
002315,AIGC概念;ERP概念;互联网保险;AI应用;跨境支付(CIPS);互联网金融;多模态AI;在线教育;AI智能体;跨境电商;云计算;家庭医生;人工智能;信创;智能医疗;创投;参股银行;海峡两岸;虚拟现实;深股通,002315.SZ,20,33
301239,眼科医疗;民营医院;西部大开发;智能医疗;深股通;融资融券,301239.SZ,6,33
603081,体育产业;IP经济(谷子经济);文化传媒概念;旅游概念;一带一路;数字经济;人工智能;元宇宙;机器人概念;DeepSeek概念;雄安新区;人形机器人;阿里巴巴概念;虚拟现实;沪股通,603081.SH,15,17
688798,MCU芯片;汽车芯片;AI眼镜;智能穿戴;芯片概念;5G;消费电子概念;小米概念;传感器;物联网;华为概念;卫星导航;比亚迪概念;专精特新;抖音概念(字节概念);机器人概念;人民币贬值受益;AI手机;AI PC;融资融券;沪股通,688798.SH,21,17
688606,禽流感;宠物经济;幽门螺杆菌概念;肝炎概念;医疗器械概念;辅助生殖;猴痘概念;基因测序;人民币贬值受益;融资融券;沪股通,688606.SH,11,17
300493,智能音箱;智能穿戴;AI眼镜;无线耳机;汽车芯片;汽车电子;传感器;5G;物联网;芯片概念;先进封装;智能家居;数据中心(AIDC);专精特新;存储芯片;抖音概念(字节概念);人工智能;海峡两岸;智能医疗;养老概念;深股通;融资融券,300493.SZ,22,33
300039,流感;三胎概念;肝炎概念;仿制药一致性评价;医药电商;禽流感;医疗器械概念;创新药;创投;深股通;融资融券,300039.SZ,11,33
603118,F5G概念;WiFi 6;共封装光学(CPO);6G概念;华为海思概念股;5G;汽车芯片;芯片概念;PCB概念;数据中心(AIDC);先进封装;传感器;汽车电子;东数西算(算力);毫米波雷达;华为概念;物联网;粤港澳大湾区;无人驾驶;充电桩;虚拟现实;网络安全;智能座舱;智能家居;人民币贬值受益;机器人概念;工业互联网;基因测序;智能医疗;国企改革;沪股通;股权转让(并购重组);融资融券,603118.SH,33,17
603893,智能音箱;电力物联网;智能穿戴;小米概念;智能座舱;虚拟现实;AI眼镜;物联网;中国AI 50;百度概念;腾讯概念;华为概念;MCU芯片;智能家居;机器视觉;人工智能;消费电子概念;汽车芯片;比亚迪概念;机器人概念;人形机器人;海峡两岸;芯片概念;福建自贸区;国家大基金持股;2026一季报预增;2026中报预增;融资融券;沪股通,603893.SH,29,17
002998,2026中报预增,002998.SZ,1,33
300588,华为鲲鹏;智慧政务;时空大数据;网络安全;信创;数据安全;人脸识别;AI应用;数据要素;安防;智慧城市;数字经济;人工智能;DeepSeek概念;独角兽概念;新疆振兴;机器视觉;西部大开发;专精特新;东数西算(算力);华为概念;股权转让(并购重组),300588.SZ,22,33
920211,专精特新;机器人概念;新股与次新股;融资融券,920211.BJ,4,151
603881,算力租赁;云计算;东数西算(算力);中国AI 50;国资云;数据中心(AIDC);腾讯概念;百度概念;阿里巴巴概念;液冷服务器;蚂蚁集团概念;国企改革;沪股通;融资融券,603881.SH,14,17
002217,电子纸;华为手机;富士康概念;PCB概念;无线充电;柔性屏(折叠屏);5G;消费电子概念;OLED;智能穿戴;ST板块;汽车电子;东数西算(算力);传感器;虚拟现实;华为概念;比亚迪概念;海峡两岸;算力租赁;新能源汽车;ETC;机器人概念;福建自贸区;人民币贬值受益;创投;国企改革;物联网,002217.SZ,27,33
603991,存储芯片;核电;芯片概念;华为概念;5G;先进封装;机器视觉;股权转让(并购重组);沪股通,603991.SH,9,17
920433,融资融券;西部大开发,920433.BJ,2,151
600490,金属锌;金属铜;黄金概念;金属钴;金属镍;小金属概念;锂电池概念;一带一路;俄乌冲突概念;沪股通;融资融券;2026中报预增,600490.SH,12,17
920222,一带一路;新股与次新股;融资融券;高铁;专精特新,920222.BJ,5,151
300204,创新药;细胞免疫治疗;重组蛋白;眼科医疗;辅助生殖;深股通;融资融券,300204.SZ,7,33
688765,重组蛋白;创新药;注册制次新股;人民币贬值受益;农业种植;转基因;科创次新股;新股与次新股;融资融券,688765.SH,9,17
000661,生物疫苗;创新药;阿尔茨海默概念;流感;辅助生殖;医美概念;证金持股;智能医疗;国企改革;AI智能体;深股通;融资融券,000661.SZ,12,33
600562,大飞机;军民融合;军工信息化;航空发动机;军工;低空经济;央企国企改革;卫星导航;商业航天;无人机;国企改革;无人驾驶;PPP概念;可控核聚变;毫米波雷达;信创;华为概念;5G;沪股通;融资融券,600562.SH,20,17
301589,人工智能;智慧城市;创投;虚拟现实;西部大开发;芯片概念;体育产业;MicroLED概念;MiniLED;足球概念;融资融券;深股通,301589.SZ,12,33
002547,ST板块;减速器;一体化压铸;机器人概念;新能源汽车;特斯拉概念;比亚迪概念;军工;储能;光伏概念;华为手机;5G;绿色电力,002547.SZ,13,33
002141,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;消费电子概念,002141.SZ,9,33
920510,新型工业化;芯片概念;融资融券;机器人概念;新能源汽车;减速器;人形机器人;专精特新,920510.BJ,8,151
002847,融资融券;深股通,002847.SZ,2,33
920943,风电;西部大开发;融资融券;航空发动机;海工装备;核电;无人机;商业航天;低空经济;人民币贬值受益;中俄贸易概念,920943.BJ,11,151
920227,AI应用;阿里巴巴概念;融资融券;拼多多概念;抖音概念(字节概念);小红书概念;ERP概念,920227.BJ,7,151
002431,土地流转;新疆振兴;地下管网;ST板块;PPP概念;横琴新区;特色小镇;新型城镇化;土壤修复;雄安新区;碳交易;水利;乡村振兴;旅游概念;职业教育;国企改革;体育产业;元宇宙;粤港澳大湾区;虚拟现实,002431.SZ,20,33
002252,创新药;重组蛋白;合成生物;深股通;融资融券,002252.SZ,5,33
300404,幽门螺杆菌概念;CRO概念;细胞免疫治疗;肝炎概念;减肥药;创新药;阿尔茨海默概念;智能医疗;人工智能;DeepSeek概念;专精特新,300404.SZ,11,33
301293,脑机接口;智能医疗;民营医院;深股通;融资融券,301293.SZ,5,33
003032,机器人概念;人形机器人;华为概念;职业教育;鸿蒙概念;在线教育;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏;摘帽,003032.SZ,11,33
603103,短剧游戏;文化传媒概念;IP经济(谷子经济);虚拟现实;AI应用;共同富裕示范区;沪股通;融资融券,603103.SH,8,17
300310,信创;车联网(车路协同);AIGC概念;AI智能体;物联网;智慧灯杆;低空经济;机器人概念;DeepSeek概念;工业互联网;华为概念;算力租赁;数据中心(AIDC);充电桩;5G;创投;粤港澳大湾区;储能;光伏概念;共封装光学(CPO);深股通;融资融券,300310.SZ,22,33
603127,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;专精特新;2026中报预增;融资融券;沪股通,603127.SH,10,17
605155,建筑节能;体育产业;中俄贸易概念;跨境电商;智能家居;人民币贬值受益,605155.SH,6,17
603833,高股息精选;同花顺漂亮100;C2M概念;智能家居;沪股通;融资融券,603833.SH,6,17
600829,医药电商;流感;民营医院;眼科医疗;宠物经济;冷链物流;黑龙江自贸区;医疗器械概念;沪股通,600829.SH,9,17
002980,共封装光学(CPO);AI眼镜;智能穿戴;血氧仪;PM2.5;光伏概念;核污染防治;新能源汽车;物联网;充电桩;食品安全;储能;核电;人民币贬值受益;医疗器械概念;华为鲲鹏;鸿蒙概念;AI智能体;DeepSeek概念;智能医疗;流感;2026中报预增;深股通,002980.SZ,23,33
002717,特色小镇;农业种植;新疆振兴;PPP概念;土壤修复;新型城镇化;预制菜;雄安新区;横琴新区;乡村振兴;污水处理;水利;固废处理;ST板块;国企改革;一带一路;数字水印;旅游概念;数字经济;智慧城市;数据确权;网红经济;IP经济(谷子经济);人工智能;元宇宙;ChatGPT概念;光伏概念;粤港澳大湾区;AIGC概念;虚拟数字人;文化传媒概念;华为概念;腾讯概念;虚拟现实;MR(混合现实),002717.SZ,35,33
603519,创投;家用电器;高股息精选;第三代半导体,603519.SH,4,17
301383,智能音箱;无线耳机;语音技术;MR(混合现实);智能穿戴;物联网;虚拟现实;AI眼镜;抖音概念(字节概念);消费电子概念;专精特新;百度概念;人民币贬值受益;跨境电商;电子竞技;智能医疗;医疗器械概念;一带一路;深股通;融资融券,301383.SZ,20,33
002244,租售同权;物业管理;特色小镇;证金持股;养老概念;乡村振兴;共同富裕示范区;海峡两岸;深股通;融资融券;固态电池,002244.SZ,11,33
600199,白酒概念;啤酒概念;国企改革;融资融券;沪股通,600199.SH,5,17
301059,有机硅概念;专精特新;融资融券,301059.SZ,3,33
920058,融资融券;体育产业;人民币贬值受益;中俄贸易概念;两轮车,920058.BJ,5,151
688121,碳中和;ST板块,688121.SH,2,22
002802,海峡两岸;风电;国企改革;股权转让(并购重组),002802.SZ,4,33
688358,人工智能;AI应用;智能医疗;机器人概念;医疗器械概念;宠物经济;人民币贬值受益;融资融券,688358.SH,8,17
300788,知识产权保护;AIGC概念;AI应用;IP经济(谷子经济);文化传媒概念;元宇宙;AI智能体;百度概念;数据要素;抖音概念(字节概念);职业教育;人工智能;DeepSeek概念;三胎概念;国企改革;深股通;中字头股票,300788.SZ,17,33
605050,统一大市场;一体化压铸;机器人概念;新能源汽车;沪股通,605050.SH,5,17
301102,文化传媒概念;AIGC概念;小红书概念;数字经济;数据要素;腾讯概念;抖音概念(字节概念);华为概念;融资融券,301102.SZ,9,33
600539,股权转让(并购重组);小红书概念;AI应用;净水概念;机器视觉;污水处理;海峡两岸;锂电池概念;跨境电商;宠物经济;光伏概念,600539.SH,11,17
002148,车联网(车路协同);物联网;创投;抖音概念(字节概念);低空经济;京津冀一体化;网络游戏;手机游戏;无人机;机器人概念;5G;芯片概念;融资融券;深股通,002148.SZ,14,33
603236,英伟达概念;无人零售;卫星导航;商业航天;智能座舱;毫米波雷达;人形机器人;农机;机器视觉;无人驾驶;车联网(车路协同);移动支付;长安汽车概念;6G概念;星闪概念;机器人概念;AI智能体;智慧城市;AI应用;两轮车;数字乡村;电力物联网;东数西算(算力);智能电网;工业互联网;物联网;人工智能;充电桩;DeepSeek概念;区块链;汽车电子;小米概念;数字货币;智能穿戴;智能家居;智能医疗;5G;AI眼镜;WiFi 6;人民币贬值受益;芯片概念;跨境电商;华为海思概念股;储能;MCU芯片;融资融券;沪股通,603236.SH,47,17
603533,短剧游戏;AI语料;知识产权保护;ChatGPT概念;AIGC概念;抖音概念(字节概念);AI应用;文化传媒概念;数据要素;AI智能体;鸿蒙概念;独角兽概念;IP经济(谷子经济);人工智能;华为概念;电子纸;沪股通;融资融券;AI视频,603533.SH,19,17
301486,富士康概念;光纤概念;芯片概念;消费电子概念;5G;MR(混合现实);新型工业化;比亚迪概念;数据中心(AIDC);虚拟现实;华为概念;东数西算(算力);高端装备;华为昇腾;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;股权转让(并购重组);深股通;融资融券,301486.SZ,20,33
002209,工业互联网;污水处理;新型工业化;机器人概念;粤港澳大湾区;消毒剂,002209.SZ,6,33
300357,创新药;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券,300357.SZ,7,33
000722,碳交易;绿色电力;供销社;国企改革;水利;2026一季报预增;2026中报预增;股权转让(并购重组);深股通;融资融券,000722.SZ,10,33
300888,医药电商;医美概念;三胎概念;养老概念;跨境电商;医疗器械概念;深股通;融资融券,300888.SZ,8,33
002019,创新药;维生素;肝炎概念;合成生物;流感;医药电商;可降解塑料;光伏概念;深股通;融资融券,002019.SZ,10,33
603686,中俄贸易概念;人工智能;垃圾分类;智慧城市;海峡两岸;工业互联网;车联网(车路协同);智慧政务;固废处理;机器人概念;金属回收;氢能源;PPP概念;物业管理;无人驾驶;新能源汽车;动力电池回收;华为概念;充电桩;锂电池概念;金属镍;生物质能发电;沪股通;融资融券,603686.SH,24,17
000997,电子身份证;ETC;数字货币;蚂蚁集团概念;云计算;鸿蒙概念;移动支付;物联网;华为鲲鹏;安防;华为概念;阿里巴巴概念;AI智能体;多模态AI;区块链;智慧城市;数据要素;海峡两岸;AI应用;人工智能;人脸识别;DeepSeek概念;互联网金融;机器视觉;数字乡村;跨境支付(CIPS);福建自贸区;数字经济;食品安全;芯片概念;乡村振兴;证金持股;深股通;融资融券,000997.SZ,34,33
002043,共同富裕示范区;智能家居;深股通;融资融券,002043.SZ,4,33
301335,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券,301335.SZ,5,33
603395,化肥;煤化工概念;国企改革;参股银行;央企国企改革;沪股通;融资融券,603395.SH,7,17
603486,语音技术;家用电器;机器人概念;人工智能;智能家居;华为概念;数据中心(AIDC);融资融券;沪股通,603486.SH,9,17
300418,AI视频;AI语料;ChatGPT概念;多模态AI;短剧游戏;算力租赁;AIGC概念;Web3.0;虚拟数字人;阿里巴巴概念;AI智能体;AI应用;东数西算(算力);元宇宙;区块链;在线教育;DeepSeek概念;手机游戏;人工智能;独角兽概念;网络游戏;虚拟现实;华为概念;同花顺新质50;京津冀一体化;网红经济;无人驾驶;创投;人民币贬值受益;芯片概念;深股通;融资融券,300418.SZ,32,33
300254,基因测序;智能医疗;医疗器械概念;三胎概念;流感;肝炎概念;养老概念;维生素;仿制药一致性评价;创新药;医药电商,300254.SZ,11,33
