股票代码,code,所属概念数量,所属概念,market_code
603917.SH,603917,6,长三角一体化;新能源汽车;比亚迪概念;小米汽车;一体化压铸;宁德时代概念,17
688432.SH,688432,7,中芯国际概念;存储芯片;芯片概念;硅能源;绿色电力;沪股通;融资融券,17
002882.SZ,002882,7,锂电池概念;固态电池;无人机;核电;粤港澳大湾区;比亚迪概念;深股通,33
600846.SH,600846,10,房屋检测;垃圾分类;污水处理;装配式建筑;PPP概念;雄安新区;建筑节能;国企改革;沪股通;融资融券,17
600230.SH,600230,6,国企改革;央企国企改革;京津冀一体化;沪股通;融资融券;2026中报预增,17
920222.BJ,920222,5,一带一路;新股与次新股;融资融券;高铁;专精特新,151
603900.SH,603900,3,IP经济(谷子经济);黄金概念;股权转让(并购重组),17
603067.SH,603067,10,军工;储能;钒电池;锂电池概念;固态电池;钛白粉概念;小金属概念;维生素;沪股通;融资融券,17
300444.SZ,300444,36,柔性直流输电;智能电网;电力物联网;特高压;虚拟电厂;华为数字能源;风电;东数西算(算力);充电桩;数据中心(AIDC);换电概念;高压快充;光伏建筑一体化;海工装备;储能;钒电池;绿色电力;数字孪生;华为概念;光伏概念;人工智能;数字经济;碳中和;工业互联网;新疆振兴;京津冀一体化;高端装备;一带一路;机器人概念;长安汽车概念;比亚迪概念;新能源汽车;锂电池概念;固态电池;股权转让(并购重组);深股通,33
920006.BJ,920006,7,军民融合;航空发动机;融资融券;无人机;减速器;军工;专精特新,151
000608.SZ,000608,6,租售同权;物业管理;西部大开发;粤港澳大湾区;摘帽;股权转让(并购重组),33
600178.SH,600178,14,兵装重组概念;国企改革;央企国企改革;黑龙江自贸区;长安汽车概念;减速器;低空经济;无人机;新能源汽车;华为汽车;华为概念;飞行汽车(eVTOL);小米汽车;沪股通,17
301449.SZ,301449,19,注册制次新股;汽车热管理;机器人概念;高端装备;新能源汽车;智能医疗;网络安全;物联网;水利;宁德时代概念;粤港澳大湾区;锂电池概念;储能;高压快充;核电;充电桩;深股通;新股与次新股;融资融券,33
301091.SZ,301091,36,数据确权;AI应用;数据要素;智慧政务;多模态AI;百度概念;DeepSeek概念;信创;数字孪生;智慧城市;腾讯概念;国资云;房屋检测;车联网(车路协同);时空大数据;智慧灯杆;雄安新区;新型城镇化;智能物流;建筑节能;地下管网;水利;低空经济;PPP概念;高铁;同花顺新质50;深圳国企改革;无人驾驶;华为概念;无人机;国企改革;粤港澳大湾区;充电桩;虚拟电厂;深股通;融资融券,33
920504.BJ,920504,3,融资融券;食品安全;医疗器械概念,151
300891.SZ,300891,2,钛白粉概念;融资融券,33
300190.SZ,300190,14,垃圾分类;污水处理;专精特新;天然气;数字孪生;土壤修复;PPP概念;碳中和;固废处理;机器人概念;煤化工概念;液冷服务器;碳交易;生物质能发电,33
002319.SZ,002319,6,石墨烯;横琴新区;柔性屏(折叠屏);光伏概念;文化传媒概念;HJT电池,33
001218.SZ,001218,2,消毒剂;2026中报预增,33
000862.SZ,000862,8,绿色电力;风电;智能电网;碳中和;央企国企改革;国企改革;西部大开发;深股通,33
688596.SH,688596,17,中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券,17
603882.SH,603882,19,基因测序;AI应用;智能医疗;AI智能体;AIGC概念;数据要素;DeepSeek概念;细胞免疫治疗;人工智能;幽门螺杆菌概念;腾讯概念;肝炎概念;医疗器械概念;食品安全;冷链物流;华为概念;机器人概念;融资融券;沪股通,17
603717.SH,603717,11,猪肉;生态农业;雄安新区;乡村振兴;PPP概念;特色小镇;西部大开发;锂电池概念;绿色电力;氟化工概念;钠离子电池,17
603306.SH,603306,12,共封装光学(CPO);光刻胶;芯片概念;数据中心(AIDC);比亚迪概念;新能源汽车;特斯拉概念;机器人概念;海峡两岸;福建自贸区;沪股通;融资融券,17
002256.SZ,002256,11,光伏建筑一体化;绿色电力;盐湖提锂;碳中和;染料;储能;化肥;AI手机;锂电池概念;深股通;融资融券,33
603636.SH,603636,44,Web3.0;云计算;智谱AI;电子身份证;虚拟数字人;华为昇腾;数据确权;智慧政务;数据安全;华为鲲鹏;数字水印;华为盘古;网络安全;算力租赁;信创;鸿蒙概念;数据要素;百度概念;区块链;AI智能体;数字乡村;阿里巴巴概念;AI应用;蚂蚁集团概念;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;智慧灯杆;东数西算(算力);车联网(车路协同);物联网;智能医疗;房屋检测;水利;华为概念;海峡两岸;军工;无人驾驶;乡村振兴;PPP概念;沪股通;融资融券,17
301308.SZ,301308,24,存储芯片;国家大基金持股;先进封装;AI手机;芯片概念;AI PC;EDR概念;AI眼镜;消费电子概念;数据中心(AIDC);智能穿戴;智能座舱;小米概念;华为概念;专精特新;数据安全;信创;华为鲲鹏;小米汽车;机器人概念;人民币贬值受益;2026中报预增;深股通;融资融券,33
300992.SZ,300992,6,空气能热泵;水利;中俄贸易概念;人民币贬值受益;液冷服务器;融资融券,33
001216.SZ,001216,11,牙科医疗;跨境电商;人民币贬值受益;NFT概念;华为概念;参股银行;特高压;智能穿戴;消费电子概念;柔性直流输电;股权转让(并购重组),33
688305.SH,688305,18,工业母机;新型工业化;机器人概念;高端装备;专精特新;新能源汽车;航空发动机;军工;无人机;低空经济;商业航天;大飞机;华为概念;芯片概念;DeepSeek概念;核电;沪股通;融资融券,17
000953.SZ,000953,6,化肥;维生素;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),33
001317.SZ,001317,11,拼多多概念;长安汽车概念;跨境电商;智能物流;无人驾驶;传感器;统一大市场;低空经济;一带一路;新疆振兴;西部大开发,33
688108.SH,688108,5,医疗器械概念;专精特新;2026中报预增;沪股通;融资融券,17
301551.SZ,301551,14,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;在线教育;智能医疗;抖音概念(字节概念);百度概念;人工智能;国企改革;智能音箱;华为概念;深股通;融资融券,33
603399.SH,603399,8,小金属概念;固态电池;锂电池概念;股权转让(并购重组);储能;专精特新;沪股通;融资融券,17
300912.SZ,300912,10,人形机器人;汽车热管理;中俄贸易概念;机器人概念;传感器;比亚迪概念;新能源汽车;工业互联网;碳中和;融资融券,33
605338.SH,605338,2,预制菜;沪股通,17
600967.SH,600967,25,中俄贸易概念;农机;西部大开发;国企改革;军民融合;央企国企改革;人工智能;高铁;数字孪生;军工;工业互联网;高端装备;减速器;机器人概念;核电;无人机;物联网;氢能源;风电;新能源汽车;无人驾驶;储能;人形机器人;沪股通;融资融券,17
605189.SH,605189,7,染料;PEEK材料;机器人概念;人形机器人;储能;2026一季报预增;2026中报预增,17
605499.SH,605499,4,数字经济;粤港澳大湾区;融资融券;沪股通,17
300535.SZ,300535,9,有机硅概念;染料;一带一路;西部大开发;专精特新;新型工业化;高端装备;充电桩;光刻胶,33
301522.SZ,301522,14,航空发动机;军民融合;军工;商业航天;高端装备;核电;可控核聚变;专精特新;金属回收;特钢概念;京津冀一体化;芯片概念;深股通;融资融券,33
920037.BJ,920037,7,无人机;特高压;智能电网;军工;专精特新;融资融券;中俄贸易概念,151
002655.SZ,002655,19,无线充电;苹果概念;汽车电子;消费电子概念;毫米波雷达;智能音箱;智能穿戴;无线耳机;新型烟草(电子烟);传感器;小米概念;芯片概念;新能源汽车;无人机;华为概念;智能家居;元宇宙;一带一路;深股通,33
603331.SH,603331,8,人形机器人;共同富裕示范区;家用电器;机器人概念;新能源汽车;光伏概念;TOPCON电池;2026中报预增,17
300927.SZ,300927,5,丙烯酸;草甘膦;国企改革;股权转让(并购重组);融资融券,33
605599.SH,605599,5,高股息精选;国企改革;IP经济(谷子经济);黄金概念;沪股通,17
300703.SZ,300703,16,托育服务;体育产业;IP经济(谷子经济);文化传媒概念;跨境电商;宠物经济;三胎概念;共同富裕示范区;一带一路;国企改革;人工智能;人民币贬值受益;绿色电力;智能物流;AIGC概念;深股通,33
000338.SZ,000338,24,汽车电子;同花顺出海50;数据中心(AIDC);无人驾驶;高端装备;比亚迪概念;新能源汽车;储能;燃料电池;车联网(车路协同);人民币贬值受益;深股通;融资融券;智能物流;农机;氢能源;AI智能体;DeepSeek概念;锂电池概念;固态电池;国企改革;同花顺漂亮100;高股息精选;证金持股,33
600232.SH,600232,6,工业大麻;中俄贸易概念;一带一路;职业教育;锂电池概念;新能源汽车,17
002726.SZ,002726,3,预制菜;猪肉;ST板块,33
002457.SZ,002457,10,地下管网;新型城镇化;水利;乡村振兴;参股银行;京津冀一体化;互联网金融;新疆振兴;西部大开发;风电,33
300865.SZ,300865,9,建筑节能;新型城镇化;水利;一带一路;低空经济;无人机;固废处理;西部大开发;融资融券,33
300749.SZ,300749,5,人工智能;智能家居;海工装备;家用电器;商业航天,33
603186.SH,603186,18,先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;6G概念;5G;毫米波雷达;固态电池;锂电池概念;石墨烯;华为概念;海峡两岸;储能;冷链物流;绿色电力;2026中报预增;沪股通,17
688151.SH,688151,13,兵装重组概念;军民融合;国产航母;医疗器械概念;国企改革;央企国企改革;核污染防治;军工;专精特新;机器人概念;2026中报预增;沪股通;融资融券,17
300564.SZ,300564,6,装配式建筑;新型城镇化;水利;光伏建筑一体化;西部大开发;粤港澳大湾区,33
600468.SH,600468,16,柔性直流输电;智能电网;风电;核电;海工装备;储能;军民融合;可控核聚变;京津冀一体化;超导概念;氢能源;军工;一带一路;国企改革;抽水蓄能;沪股通,17
300889.SZ,300889,15,智慧灯杆;智慧城市;传感器;充电桩;液冷服务器;机器人概念;露营经济;储能;比亚迪概念;新能源汽车;跨境电商;锂电池概念;深股通;股权转让(并购重组);融资融券,33
300915.SZ,300915,2,IP经济(谷子经济);融资融券,33
600352.SH,600352,6,染料;参股银行;创投;人工智能;沪股通;融资融券,17
601069.SH,601069,9,黄金概念;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;沪股通;2026中报预增;融资融券,17
605296.SH,605296,5,猪肉;预制菜;乡村振兴;西部大开发;沪股通,17
605007.SH,605007,4,共同富裕示范区;海峡两岸;2026中报预增;沪股通,17
002746.SZ,002746,5,养鸡;预制菜;乡村振兴;深股通;融资融券,33
605376.SH,605376,11,3D打印;专精特新;光伏概念;锂电池概念;硅能源;金属镍;人民币贬值受益;小金属概念;MLCC概念;融资融券;沪股通,17
600058.SH,600058,9,小金属概念;乡村振兴;央企国企改革;统一大市场;国企改革;一带一路;融资融券;股权转让(并购重组);沪股通,17
688338.SH,688338,3,医疗器械概念;专精特新;融资融券,17
002114.SZ,002114,9,金属锌;金属铜;金属铅;小金属概念;西部大开发;乡村振兴;国企改革;绿色电力;粮食概念,33
000812.SZ,000812,10,民营医院;物业管理;职业教育;西部大开发;烟草;创投;在线教育;信托概念;参股券商;融资融券,33
603808.SH,603808,6,网红经济;C2M概念;NFT概念;虚拟数字人;人工智能;粤港澳大湾区,17
688217.SH,688217,5,数据要素;人工智能;医疗器械概念;基因测序;融资融券,17
688012.SH,688012,12,国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;MiniLED;同花顺新质50;工业互联网;区块链;2026中报预增;沪股通;融资融券,17
000582.SZ,000582,17,自由贸易港;航运概念;统一大市场;星闪概念;区块链;DeepSeek概念;国企改革;乡村振兴;人工智能;安防;华为概念;机器人概念;西部大开发;一带一路;深股通;冷链物流;融资融券,33
600562.SH,600562,20,大飞机;军民融合;军工信息化;航空发动机;军工;低空经济;央企国企改革;卫星导航;商业航天;无人机;国企改革;无人驾驶;PPP概念;可控核聚变;毫米波雷达;信创;华为概念;5G;沪股通;融资融券,17
688701.SH,688701,4,污水处理;土壤修复;固废处理;融资融券,17
600392.SH,600392,9,稀土永磁;小金属概念;苹果概念;西部大开发;国企改革;参股保险;沪股通;融资融券;2026中报预增,17
603051.SH,603051,20,钙钛矿电池;TOPCON电池;HJT电池;BC电池;传感器;光伏概念;比亚迪概念;智能穿戴;商业航天;锂电池概念;人形机器人;固态电池;柔性屏(折叠屏);OLED;POE胶膜;氢能源;水利;光伏建筑一体化;2026中报预增;融资融券,17
605198.SH,605198,3,乡村振兴;人民币贬值受益;沪股通,17
002646.SZ,002646,7,白酒概念;粮食概念;乡村振兴;西部大开发;虚拟数字人;融资融券;深股通,33
300528.SZ,300528,5,短剧游戏;文化传媒概念;国企改革;AI视频;深股通,33
000863.SZ,000863,17,Web3.0;人工智能;智能家居;数字经济;物业管理;元宇宙;虚拟现实;文化传媒概念;创投;租售同权;长三角一体化;一带一路;旅游概念;光伏建筑一体化;IP经济(谷子经济);深股通;融资融券,33
603102.SH,603102,4,三胎概念;宠物经济;维生素;NMN概念,17
600760.SH,600760,13,同花顺中特估100;央企国企改革;军民融合;国企改革;大飞机;数字经济;同花顺漂亮100;军工;无人机;高端装备;沪股通;中字头股票;融资融券,17
301535.SZ,301535,10,小米汽车;无人驾驶;长安汽车概念;专精特新;小米概念;智能座舱;新能源汽车;汽车电子;深股通;融资融券,33
300363.SZ,300363,10,CRO概念;减肥药;细胞免疫治疗;创新药;流感;西部大开发;人民币贬值受益;新型烟草(电子烟);融资融券;深股通,33
300317.SZ,300317,11,虚拟电厂;绿色电力;光伏建筑一体化;风电;储能;国企改革;华为概念;粤港澳大湾区;光伏概念;锂电池概念;OLED,33
603341.SH,603341,25,星闪概念;智能音箱;车联网(车路协同);AI PC;物联网;机器人概念;虚拟现实;小米概念;智能座舱;小米汽车;无线耳机;智能穿戴;数字经济;华为概念;AI眼镜;一带一路;空间计算;创投;消费电子概念;汽车电子;5G;无线充电;PCB概念;沪股通;融资融券,17
300973.SZ,300973,4,乳业;冷链物流;深股通;融资融券,33
