股票代码,所属概念数量,所属概念,market_code,code
301040.SZ,10,卫星导航;商业航天;军工;专精特新;核电;人民币贬值受益;高端装备;风电;绿色电力;融资融券,33,301040
301328.SZ,17,毫米波雷达;汽车电子;比亚迪概念;人形机器人;新能源汽车;智能座舱;机器人概念;无人驾驶;数据中心;低空经济;铜缆高速连接;海峡两岸;储能;粤港澳大湾区;光伏概念;深股通;融资融券,33,301328
300866.SZ,16,无线耳机;无线充电;储能;智能家居;跨境电商;充电桩;AI眼镜;人民币贬值受益;机器人概念;3D打印;消费电子概念;芯片概念;人工智能;安防;深股通;融资融券,33,300866
603301.SH,6,医药电商;医疗器械概念;人民币贬值受益;跨境电商;沪股通;融资融券,17,603301
920809.BJ,8,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念,151,920809
301068.SZ,2,固废处理;融资融券,33,301068
300322.SZ,34,商业航天;卫星导航;6G概念;太赫兹;毫米波雷达;WiFi 6;无人机;5G;汽车电子;先进封装;芯片概念;AI眼镜;智能穿戴;传感器;液冷服务器;无线充电;消费电子概念;小米概念;无人驾驶;车联网(车路协同);华为概念;比亚迪概念;汽车热管理;虚拟现实;物联网;特斯拉概念;机器人概念;新能源汽车;元宇宙;海峡两岸;粤港澳大湾区;储能;深股通;融资融券,33,300322
600184.SH,14,国产航母;光纤概念;军民融合;军工;机器视觉;AI眼镜;机器人概念;专精特新;人形机器人;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,17,600184
001339.SZ,31,中国AI 50;算力租赁;AI PC;东数西算(算力);英伟达概念;5G;数据安全;网络安全;信创;云办公;安防;车联网(车路协同);消费电子概念;物联网;人脸识别;智慧城市;智能座舱;机器视觉;ETC;鸿蒙概念;专精特新;工业互联网;DeepSeek概念;人工智能;新型工业化;机器人概念;在线教育;人形机器人;粤港澳大湾区;智能医疗;深股通,33,001339
688365.SH,19,小红书概念;拼多多概念;智谱AI;AI应用;AIGC概念;ChatGPT概念;云办公;ERP概念;AI智能体;抖音概念(字节概念);财税数字化;云计算;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;跨境电商;沪股通;融资融券,17,688365
688719.SH,10,可控核聚变;数据中心;华为概念;比亚迪概念;新能源汽车;储能;智能电网;燃料电池;西部大开发;融资融券,17,688719
600382.SH,8,参股银行;PPP概念;2025年报预增;新能源汽车;白酒概念;无人机;小金属概念;股权转让(并购重组),17,600382
603698.SH,10,军民融合;军工;核电;高端装备;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,17,603698
301157.SZ,15,东数西算(算力);液冷服务器;数据中心;华为盘古;腾讯概念;抖音概念(字节概念);阿里巴巴概念;华为概念;百度概念;专精特新;高铁;储能;锂电池概念;钠离子电池;融资融券,33,301157
603399.SH,7,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;沪股通;融资融券,17,603399
002240.SZ,10,盐湖提锂;固态电池;小金属概念;锂电池概念;宁德时代概念;比亚迪概念;西部大开发;回购增持再贷款概念;深股通;融资融券,33,002240
002624.SZ,21,云游戏;短剧游戏;电子竞技;NFT概念;手机游戏;网络游戏;AIGC概念;文化传媒概念;虚拟数字人;元宇宙;IP经济(谷子经济);AI智能体;虚拟现实;鸿蒙概念;区块链;英伟达概念;人工智能;华为概念;AI应用;深股通;融资融券,33,002624
300394.SZ,13,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;数据中心;无人驾驶;同花顺新质50;华为概念;专精特新;人民币贬值受益;深股通;融资融券,33,300394
000688.SZ,12,金属铅;金属锌;钛白粉概念;小金属概念;金属铜;黄金概念;锂电池概念;西部大开发;2025年报预增;深股通;股权转让(并购重组);融资融券,33,000688
300657.SZ,43,算力租赁;东数西算(算力);英伟达概念;液冷服务器;AI PC;数据中心;共封装光学(CPO);云计算;AI手机;智谱AI;华为概念;抖音概念(字节概念);阿里巴巴概念;PCB概念;卫星导航;AI眼镜;消费电子概念;智能穿戴;汽车电子;商业航天;虚拟现实;无线耳机;柔性屏(折叠屏);无人机;小米概念;MiniLED;元宇宙;华为手机;传感器;军工;新型烟草(电子烟);DeepSeek概念;机器人概念;小米汽车;新能源汽车;2025年报预增;储能;宁德时代概念;海峡两岸;智能医疗;福建自贸区;深股通;融资融券,33,300657
002378.SZ,7,小金属概念;金属铜;2025年报预增;工业母机;军工;深股通;融资融券,33,002378
600986.SH,32,小红书概念;快手概念;短剧游戏;Web3.0;AIGC概念;虚拟数字人;多模态AI;抖音概念(字节概念);文化传媒概念;NFT概念;AI智能体;腾讯概念;百度概念;蚂蚁集团概念;阿里巴巴概念;AI应用;手机游戏;算力租赁;元宇宙;网红经济;电子竞技;DeepSeek概念;数字经济;独角兽概念;东数西算(算力);人工智能;华为概念;小米概念;长安汽车概念;国企改革;沪股通;融资融券,17,600986
300277.SZ,9,智能电网;高端装备;传感器;华为概念;生物质能发电;人工智能;股权转让(并购重组);国企改革;核电,33,300277
688556.SH,10,第三代半导体;光伏概念;减速器;芯片概念;机器视觉;人形机器人;机器人概念;多模态AI;沪股通;融资融券,17,688556
300804.SZ,2,粤港澳大湾区;融资融券,33,300804
300209.SZ,7,算力租赁;柔性屏(折叠屏);物联网;人民币贬值受益;跨境电商;深股通;摘帽,33,300209
000610.SZ,5,旅游概念;创投;国企改革;西部大开发;一带一路,33,000610
605090.SH,19,天然气;页岩气;俄乌冲突概念;航运概念;商业航天;煤化工概念;新疆振兴;氢能源;低空经济;数字经济;DeepSeek概念;创投;回购增持再贷款概念;智能物流;粤港澳大湾区;芯片概念;绿色电力;融资融券;沪股通,17,605090
300245.SZ,22,华为鲲鹏;智慧政务;ChatGPT概念;华为昇腾;财税数字化;信创;数据要素;阿里巴巴概念;区块链;东数西算(算力);国产操作系统;数字经济;互联网金融;人脸识别;智慧城市;华为概念;数据中心;5G;机器人概念;长三角一体化;深股通;融资融券,33,300245
300410.SZ,22,OLED;先进封装;消费电子概念;苹果概念;PCB概念;芯片概念;比亚迪概念;新能源汽车;5G;专精特新;光伏概念;高端装备;机器人概念;储能;粤港澳大湾区;华为概念;宁德时代概念;工业互联网;锂电池概念;BC电池;食品安全;国企改革,33,300410
301397.SZ,19,液冷服务器;汽车热管理;比亚迪概念;华为汽车;新能源汽车;宁德时代概念;数据中心;长安汽车概念;飞行汽车(eVTOL);燃料电池;换电概念;低空经济;储能;充电桩;两轮车;氢能源;西部大开发;深股通;融资融券,33,301397
002283.SZ,11,高端装备;新能源汽车;比亚迪概念;减速器;机器人概念;工业互联网;回购增持再贷款概念;绿色电力;深股通;高股息精选;融资融券,33,002283
002328.SZ,9,液冷服务器;特斯拉概念;新能源汽车;数据中心;储能;长三角一体化;创投;一带一路;融资融券,33,002328
301178.SZ,39,华为欧拉;财税数字化;算力租赁;语音技术;鸿蒙概念;信创;网络安全;人脸识别;智慧政务;智能医疗;AI智能体;数据确权;区块链;腾讯概念;数字乡村;数据要素;DeepSeek概念;空间计算;东数西算(算力);人工智能;智慧城市;安防;ChatGPT概念;数字孪生;时空大数据;数字经济;职业教育;数据中心;华为概念;Web3.0;虚拟现实;虚拟电厂;机器人概念;AI应用;高铁;乡村振兴;绿色电力;股权转让(并购重组);融资融券,33,301178
300153.SZ,14,数据中心;阿里巴巴概念;华为概念;核电;腾讯概念;百度概念;专精特新;互联网金融;储能;一带一路;长三角一体化;锂电池概念;融资融券;深股通,33,300153
300285.SZ,15,商业航天;卫星导航;3D打印;5G;芯片概念;消费电子概念;比亚迪概念;宁德时代概念;新能源汽车;固态电池;牙科医疗;锂电池概念;氢能源;深股通;融资融券,33,300285
301222.SZ,3,人民币贬值受益;工业互联网;融资融券,33,301222
688258.SH,15,AI应用;AI智能体;华为鲲鹏;云计算;华为欧拉;信创;人工智能;华为概念;物联网;华为海思概念股;2025年报预增;芯片概念;回购增持再贷款概念;沪股通;融资融券,17,688258
002899.SZ,9,华为概念;鸿蒙概念;足球概念;体育产业;AI眼镜;跨境电商;人民币贬值受益;冰雪产业;养老概念,33,002899
688027.SH,10,量子科技;商业航天;芯片概念;军工;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17,688027
002943.SZ,12,HJT电池;TOPCON电池;第三代半导体;光伏概念;工业母机;芯片概念;AI眼镜;比亚迪概念;智能穿戴;稀土永磁;深股通;融资融券,33,002943
001223.SZ,9,新型工业化;专精特新;无人机;机器人概念;PET铜箔;消费电子概念;固态电池;锂电池概念;可降解塑料,33,001223
688282.SH,9,卫星导航;商业航天;军民融合;军工;无人机;无人驾驶;专精特新;融资融券;摘帽,17,688282
000006.SZ,8,物业管理;深圳国企改革;新型城镇化;粤港澳大湾区;国企改革;证金持股;深股通;融资融券,33,000006
603730.SH,8,特斯拉概念;比亚迪概念;新能源汽车;长安汽车概念;上海自贸区;人民币贬值受益;沪股通;融资融券,17,603730
688403.SH,8,存储芯片;先进封装;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,17,688403
603061.SH,4,芯片概念;2025年报预增;专精特新;沪股通,17,603061
603040.SH,7,汽车热管理;专精特新;比亚迪概念;新能源汽车;长安汽车概念;污水处理;沪股通,17,603040
300137.SZ,12,核污染防治;PM2.5;水利;机器人概念;碳中和;污水处理;碳交易;雄安新区;京津冀一体化;区块链;乡村振兴;摘帽,33,300137
301128.SZ,28,共封装光学(CPO);富士康概念;液冷服务器;华为海思概念股;PCB概念;苹果概念;柔性屏(折叠屏);华为手机;数据中心;芯片概念;消费电子概念;无人机;人形机器人;军工;无人驾驶;华为汽车;比亚迪概念;新型工业化;华为数字能源;新能源汽车;华为概念;高端装备;虚拟现实;机器人概念;粤港澳大湾区;人工智能;深股通;融资融券,33,301128
002842.SZ,3,金属铜;小金属概念;光伏概念,33,002842
301373.SZ,3,光伏概念;专精特新;融资融券,33,301373
300276.SZ,18,新型工业化;机器人概念;车联网(车路协同);工业互联网;军工;长安汽车概念;人工智能;无人驾驶;专精特新;智能物流;比亚迪概念;特斯拉概念;高端装备;芯片概念;宁德时代概念;智能电网;融资融券;深股通,33,300276
300097.SZ,10,柔性屏(折叠屏);MiniLED;MicroLED概念;OLED;智能物流;新型工业化;华为概念;新能源汽车;摘帽;股权转让(并购重组),33,300097
605198.SH,3,乡村振兴;人民币贬值受益;沪股通,17,605198
300928.SZ,16,车联网(车路协同);长安汽车概念;无人驾驶;低空经济;华为汽车;飞行汽车(eVTOL);智能座舱;比亚迪概念;新能源汽车;卫星导航;汽车电子;锂电池概念;MiniLED;OLED;固态电池;融资融券,33,300928
002532.SZ,9,俄乌冲突概念;新疆振兴;2026一季报预增;钠离子电池;锂电池概念;西部大开发;回购增持再贷款概念;融资融券;深股通,33,002532
600126.SH,15,算力租赁;国资云;东数西算(算力);阿里巴巴概念;DeepSeek概念;智慧城市;数字经济;数据中心;汽车拆解概念;特钢概念;比亚迪概念;国企改革;绿色电力;沪股通;融资融券,17,600126
920726.BJ,3,乡村振兴;超级品牌;融资融券,151,920726
301313.SZ,29,智谱AI;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;虚拟数字人;百度概念;数据要素;空间计算;元宇宙;军工信息化;车联网(车路协同);数字孪生;人工智能;智慧城市;数字经济;虚拟现实;物联网;低空经济;数据中心;智能医疗;IP经济(谷子经济);机器人概念;AI应用;水利;旅游概念;污水处理;地下管网;融资融券,33,301313
002733.SZ,22,钠离子电池;固态电池;动力电池回收;锂电池概念;石墨烯;储能;燃料电池;5G;氢能源;新能源汽车;专精特新;数据中心;军工;无人机;粤港澳大湾区;人民币贬值受益;一带一路;东数西算(算力);阿里巴巴概念;百度概念;深股通;融资融券,33,002733
300464.SZ,6,跨境电商;露营经济;家用电器;人民币贬值受益;消费电子概念;无线耳机,33,300464
002826.SZ,4,仿制药一致性评价;西部大开发;2025年报预增;股权转让(并购重组),33,002826
688308.SH,11,PCB概念;工业母机;2025年报预增;航空发动机;专精特新;光伏概念;2026一季报预增;人形机器人;商业航天;机器人概念;融资融券,17,688308
300935.SZ,18,AI应用;信创;数据要素;空间计算;职业教育;人工智能;AI智能体;房屋检测;DeepSeek概念;数字孪生;新型城镇化;数据中心;装配式建筑;建筑节能;一带一路;光伏概念;风电;融资融券,33,300935
688590.SH,27,AI语料;智谱AI;ChatGPT概念;AIGC概念;华为昇腾;华为鲲鹏;Web3.0;AI智能体;互联网保险;云计算;数据确权;信创;百度概念;区块链;数字货币;算力租赁;DeepSeek概念;互联网金融;跨境支付(CIPS);人工智能;AI应用;华为概念;5G;智能座舱;新能源汽车;沪股通;融资融券,17,688590
600676.SH,11,上海自贸区;汽车拆解概念;比亚迪概念;上海国企改革;冷链物流;统一大市场;自由贸易港;国企改革;融资融券;股权转让(并购重组);沪股通,17,600676
002798.SZ,8,智能家居;回购增持再贷款概念;人工智能;西部大开发;绿色电力;华为概念;DeepSeek概念;股权转让(并购重组),33,002798
605189.SH,6,染料;PEEK材料;2026一季报预增;储能;机器人概念;人形机器人,17,605189
688379.SH,18,共封装光学(CPO);液冷服务器;芯片概念;商业航天;无人机;新能源汽车;人形机器人;2025年报预增;核电;低空经济;机器人概念;高铁;光伏概念;锂电池概念;风电;共同富裕示范区;绿色电力;融资融券,17,688379
688127.SH,14,光刻机;共封装光学(CPO);同花顺果指数;苹果概念;芯片概念;消费电子概念;5G;智能穿戴;华为概念;2025年报预增;人民币贬值受益;一带一路;沪股通;融资融券,17,688127
