股票代码,所属概念,market_code,所属概念数量,code
300732.SZ,装配式建筑;新型城镇化;房屋检测;净水概念;地下管网;污水处理;雄安新区;水利;新疆振兴;一带一路;碳中和;人工智能;DeepSeek概念;智慧城市;碳交易;光伏建筑一体化;数据要素;数字孪生;雅下水电概念;时空大数据;车联网(车路协同);军工;低空经济;华为概念;数据中心(AIDC),33,25,300732
603151.SH,乡村振兴;股权转让(并购重组),17,2,603151
002690.SZ,农机;医疗器械概念;智能医疗;人工智能;高股息精选;鸿蒙概念;食品安全;工业互联网;牙科医疗;机器人概念;机器视觉;深股通;融资融券,33,13,002690
603136.SH,旅游概念;国企改革,17,2,603136
002703.SZ,长安汽车概念;小米汽车;无人驾驶;汽车电子;新能源汽车;小米概念;共同富裕示范区;比亚迪概念;深股通;融资融券,33,10,002703
301380.SZ,数据安全;智慧政务;ChatGPT概念;网络安全;AI应用;百度概念;抖音概念(字节概念);小红书概念;腾讯概念;阿里巴巴概念;移动支付;数字经济;互联网金融;人工智能;文化传媒概念;华为概念;5G;融资融券,33,18,301380
001216.SZ,牙科医疗;跨境电商;人民币贬值受益;NFT概念;华为概念;参股银行;特高压;智能穿戴;消费电子概念;柔性直流输电;股权转让(并购重组),33,11,001216
600217.SH,供销社;西部大开发;固废处理;垃圾分类;动力电池回收;金属回收;金属铜;沪股通;融资融券,17,9,600217
603107.SH,中俄贸易概念;国企改革;一带一路;上海自贸区;汽车热管理;百度概念;新能源汽车;沪股通;融资融券,17,9,603107
603382.SH,数字经济;工业互联网;绿色电力;融资融券,17,4,603382
605108.SH,预制菜;网红经济;沪股通,17,3,605108
300886.SZ,烟草;人民币贬值受益;融资融券,33,3,300886
600051.SH,物业管理;跨境电商;旅游概念;共同富裕示范区;航运概念;绿色电力;煤炭概念,17,7,600051
002942.SZ,磷化工;乡村振兴,33,2,002942
920469.BJ,比亚迪概念;粤港澳大湾区;融资融券;碳纤维;机器人概念;消费电子概念;PEEK材料;专精特新;新能源汽车,151,9,920469
002329.SZ,乳业;绿色电力;生态农业;乡村振兴;跨境电商;三胎概念;西部大开发;文化传媒概念;数字经济;智慧城市;一带一路;冷链物流;光伏概念;融资融券,33,14,002329
600751.SH,航运概念;天津自贸区;京津冀一体化;人民币贬值受益;融资融券;沪股通,17,6,600751
301066.SZ,共同富裕示范区;跨境电商;创投;数字经济;人工智能;NFT概念;AIGC概念;AI智能体;融资融券,33,9,301066
300761.SZ,猪肉;养鸡;深股通;融资融券,33,4,300761
688468.SH,医疗器械概念;阿尔茨海默概念;融资融券,17,3,688468
301116.SZ,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券,33,7,301116
002523.SZ,水利;海工装备;一带一路;军工;工业互联网;机器人概念;人工智能;核电;体育产业;雅下水电概念;国企改革;固废处理;华为概念;风电;冰雪产业;深股通;融资融券,33,17,002523
002891.SZ,宠物经济;人民币贬值受益;融资融券;深股通,33,4,002891
688078.SH,数据要素;数字孪生;云计算;DeepSeek概念;工业互联网;华为概念;机器人概念;融资融券,17,8,688078
600831.SH,国资云;智慧政务;知识产权保护;数字乡村;智慧城市;数据确权;腾讯概念;文化传媒概念;百度概念;DeepSeek概念;短剧游戏;人工智能;互联网金融;PPP概念;东数西算(算力);华为概念;智能家居;算力租赁;数据中心(AIDC);5G;乡村振兴;国企改革;农村电商;西部大开发;摘帽,17,25,600831
000968.SZ,俄乌冲突概念;煤炭概念;天然气;新疆振兴;国企改革;深股通;融资融券,33,7,000968
603609.SH,养鸡;猪肉;宠物经济;生态农业;沪股通;融资融券,17,6,603609
000014.SZ,物业管理;深圳国企改革;国企改革;粤港澳大湾区;智能家居;股权转让(并购重组),33,6,000014
600798.SH,航运概念;中俄贸易概念;国企改革;一带一路;融资融券,17,5,600798
601007.SH,预制菜;网红经济;参股保险;物业管理;国企改革,17,5,601007
002561.SZ,乡村振兴;物业管理;国企改革;融资融券,33,4,002561
002566.SZ,流感;肝炎概念;毛发医疗;农业种植;乡村振兴,33,5,002566
002578.SZ,国企改革;海峡两岸;宁德时代概念;新能源汽车;光伏概念;5G,33,6,002578
688330.SH,电力物联网;智能电网;量子科技;专精特新;沪股通;融资融券,17,6,688330
301429.SZ,装配式建筑;跨境电商;人民币贬值受益;碳中和;融资融券,33,5,301429
300855.SZ,航空发动机;大飞机;军民融合;军工;核电;专精特新;特钢概念;融资融券;深股通,33,9,300855
688033.SH,ST板块;成飞概念;碳纤维;新能源汽车;军工;商业航天;大飞机;飞行汽车(eVTOL);高铁;京津冀一体化;光伏概念;锂电池概念,22,12,688033
600470.SH,化肥;磷化工;煤化工概念;乡村振兴;污水处理;锂电池概念;融资融券,17,7,600470
601939.SH,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17,6,601939
300967.SZ,养鸡;乡村振兴;西部大开发;绿色电力;融资融券,33,5,300967
605056.SH,高端装备;军工;无人机;机器人概念;低空经济;核电;特高压;人工智能;职业教育;储能;风电;抽水蓄能;沪股通,17,13,605056
300314.SZ,医疗器械概念;三胎概念;智能医疗;细胞免疫治疗;共同富裕示范区;DeepSeek概念;血氧仪,33,7,300314
300281.SZ,碳中和;粤港澳大湾区;中俄贸易概念;工业互联网;可降解塑料;养老概念;高端装备;国企改革;PVDF概念;卫星导航;商业航天;风电;绿色电力,33,13,300281
002900.SZ,维生素;流感;仿制药一致性评价;创新药;医美概念;宠物经济;消毒剂;医疗器械概念;黑龙江自贸区,33,9,002900
688157.SH,小米汽车;飞行汽车(eVTOL);低空经济;专精特新;比亚迪概念;机器人概念;特斯拉概念;新能源汽车;华为汽车;MR(混合现实);小米概念;华为概念;无人驾驶;固态电池;储能;智能穿戴;柔性屏(折叠屏);消费电子概念;苹果概念;AI眼镜;AI手机;华为手机;光刻胶;PCB概念;沪股通;融资融券,17,26,688157
600792.SH,煤炭概念;煤化工概念;国企改革;西部大开发,17,4,600792
001209.SZ,三胎概念;跨境电商;IP经济(谷子经济);粤港澳大湾区;数字经济,33,5,001209
688197.SH,创新药;沪股通;融资融券,17,3,688197
002098.SZ,网红经济;跨境电商;跨境支付(CIPS);海峡两岸,33,4,002098
600425.SH,水泥概念;同花顺中特估100;国企改革;化肥;新疆振兴;西部大开发;一带一路;煤炭概念;氢能源;风电;人工智能;沪股通;融资融券,17,13,600425
688466.SH,净水概念;DeepSeek概念;AI智能体;污水处理;京津冀一体化;碳中和;专精特新;融资融券,17,8,688466
603444.SH,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;沪股通;2026一季报预增;融资融券,17,8,603444
301367.SZ,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券,33,6,301367
920047.BJ,重组蛋白;眼科医疗;融资融券;创新药,151,4,920047
600834.SH,上海国企改革;物业管理;国企改革;光伏建筑一体化;碳交易;绿色电力;无人驾驶;充电桩;股权转让(并购重组),17,9,600834
002253.SZ,人脸识别;华为昇腾;语音技术;安防;网络安全;信创;华为鲲鹏;华为概念;智慧政务;云计算;虚拟现实;车联网(车路协同);元宇宙;卫星导航;人工智能;数据要素;职业教育;军工信息化;智慧城市;军工;军民融合;低空经济;数字孪生;成飞概念;西部大开发;虚拟电厂;摘帽,33,27,002253
600035.SH,高股息精选;国企改革;在线教育;智能医疗;人工智能;氢能源;ETC;国产操作系统;车联网(车路协同);物联网;华为概念;无线耳机;WiFi 6;沪股通;融资融券,17,15,600035
300124.SZ,人形机器人;一体化压铸;新型工业化;工业母机;小米汽车;机器人概念;机器视觉;小米概念;新能源汽车;农机;工业互联网;AI应用;数字经济;人工智能;换电概念;DeepSeek概念;储能;液冷服务器;碳中和;同花顺漂亮100;深股通;融资融券,33,22,300124
688203.SH,可降解塑料;专精特新;国企改革;3D打印;融资融券,17,5,688203
600824.SH,旅游概念;物业管理;三胎概念;养老概念;国企改革;互联网金融;黄金概念,17,7,600824
001213.SZ,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通,33,8,001213
605068.SH,新能源汽车;比亚迪概念;华为汽车;长安汽车概念;机器人概念;人形机器人,17,6,605068
603117.SH,统一大市场;航运概念;自由贸易港,17,3,603117
000933.SZ,俄乌冲突概念;煤炭概念;国企改革;2026一季报预增;锂电池概念;宁德时代概念;深股通;风电;融资融券,33,9,000933
603585.SH,,17,0,603585
603199.SH,旅游概念;国企改革,17,2,603199
300072.SZ,页岩气;天然气;化肥;生态农业;碳中和;氢能源;乡村振兴;国企改革;京津冀一体化;PM2.5;人民币贬值受益;深股通;融资融券,33,13,300072
300685.SZ,创新药;基因测序;医疗器械概念;智能医疗;福建自贸区;海峡两岸;深股通;专精特新;融资融券,33,9,300685
301133.SZ,比亚迪概念;毫米波雷达;人形机器人;新能源汽车;特斯拉概念;无人机;华为汽车;小米汽车;长安汽车概念;碳纤维;百度概念;融资融券,33,12,301133
600649.SH,租售同权;物业管理;参股券商;上海国企改革;参股银行;国企改革;新型城镇化;沪股通;融资融券;宁德时代概念,17,10,600649
605018.SH,人形机器人;比亚迪概念;新能源汽车;长安汽车概念;机器人概念;光伏概念;一体化压铸;工业互联网;长三角一体化;飞行汽车(eVTOL);低空经济;储能;共同富裕示范区;沪股通,17,14,605018
600618.SH,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券,17,7,600618
601798.SH,海工装备;光热发电;碳中和;氢能源;储能;一带一路;页岩气;天然气;专精特新;俄乌冲突概念;西部大开发;机器人概念;央企国企改革;国企改革;股权转让(并购重组),17,15,601798
002214.SZ,军民融合;无人机;军工;ST板块;机器人概念;商业航天;安防;无人驾驶;卫星导航;传感器;房屋检测;智能电网;芯片概念,33,13,002214
000786.SZ,装配式建筑;雅下水电概念;雄安新区;国企改革;央企国企改革;建筑节能;光伏建筑一体化;DeepSeek概念;深股通;融资融券,33,10,000786
603183.SH,装配式建筑;建筑节能;新型城镇化;房屋检测;职业教育;碳中和;智慧城市;机器人概念;数据中心(AIDC),17,9,603183
920914.BJ,商业航天;氢能源;小金属概念;融资融券;宁德时代概念;卫星导航;军工;专精特新;金属镍;锂电池概念;比亚迪概念,151,11,920914
000430.SZ,旅游概念;国企改革;深股通;摘帽,33,4,000430
002546.SZ,电力物联网;智能电网;虚拟电厂;数据要素;充电桩;物联网;深股通,33,7,002546
600148.SH,中俄贸易概念;一带一路;换电概念;专精特新;新能源汽车;军工;无人机;国企改革;传感器;央企国企改革,17,10,600148
000778.SZ,地下管网;特钢概念;央企国企改革;PPP概念;国企改革;参股银行;水利;京津冀一体化;钒电池;核电;小金属概念;储能;深股通;融资融券,33,14,000778
002889.SZ,冷链物流;跨境电商;冰雪产业;智能物流;自由贸易港;数字经济;一带一路;统一大市场;人工智能;DeepSeek概念;区块链;互联网金融;航运概念;广东自贸区;机器人概念;粤港澳大湾区;生物疫苗;特斯拉概念;华为概念;光刻机;深股通,33,21,002889
003039.SZ,乡村振兴;国企改革;地下管网;绿色电力;固废处理;旅游概念;污水处理;垃圾分类;光伏建筑一体化;水利;净水概念;数据确权;氢能源;粤港澳大湾区;充电桩;储能;高压快充;融资融券;深股通,33,19,003039
002651.SZ,西部大开发;军民融合;成飞概念;大飞机;军工;低空经济;高端装备;无人机;机器人概念;商业航天;深股通,33,11,002651
600011.SH,超超临界发电;绿色电力;证金持股;雄安新区;国企改革;碳中和;风电;央企国企改革;核电;沪股通;融资融券,17,11,600011
688353.SH,钠离子电池;固态电池;锂电池概念;氟化工概念;宁德时代概念;有机硅概念;储能;比亚迪概念;专精特新;沪股通;融资融券,17,11,688353
920454.BJ,专精特新;机器人概念;融资融券;中俄贸易概念,151,4,920454
002398.SZ,装配式建筑;建筑节能;新型城镇化;房屋检测;水利;地下管网;数字经济;AI应用;一带一路;AIGC概念;DeepSeek概念;人工智能;医疗器械概念;碳中和;AI智能体;水泥概念;ERP概念;福建自贸区;数字孪生;光伏建筑一体化;高铁;华为鲲鹏;腾讯概念;阿里巴巴概念;数据安全;海峡两岸;华为欧拉;核电;机器人概念;华为昇腾;风电;储能;创新药;新能源汽车;算力租赁;光伏概念;3D打印;数据中心(AIDC);汽车电子,33,39,002398
601211.SH,期货概念;证金持股;同花顺中特估100;国企改革;沪股通;融资融券;股权转让(并购重组),17,7,601211
000895.SZ,高股息精选;超级品牌;养鸡;猪肉;预制菜;人造肉;证金持股;统一大市场;深股通;融资融券,33,10,000895
000789.SZ,水泥概念;国企改革;融资融券,33,3,000789
600741.SH,高股息精选;证金持股;上海国企改革;参股券商;国企改革;汽车热管理;氢能源;燃料电池;小米汽车;沪股通;融资融券;无人驾驶;大飞机;新能源汽车;特斯拉概念;机器视觉;比亚迪概念;小米概念;毫米波雷达;智能座舱;储能;固态电池;汽车电子;数据中心(AIDC),17,24,600741
002397.SZ,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济),33,5,002397
605162.SH,虚拟电厂;绿色电力;碳交易;碳中和;储能,17,5,605162
601158.SH,证金持股;国企改革;PPP概念;西部大开发;污水处理;净水概念;沪股通;融资融券,17,8,601158
001211.SZ,露营经济;三胎概念;跨境电商;IP经济(谷子经济);预制菜,33,5,001211
000030.SZ,飞行汽车(eVTOL);长安汽车概念;华为汽车;汽车热管理;低空经济;参股保险;小米汽车;车联网(车路协同);换电概念;动力电池回收;无人驾驶;新能源汽车;国企改革;比亚迪概念;宁德时代概念;小米概念;储能;证金持股;智能座舱;锂电池概念;汽车电子;深股通;融资融券,33,23,000030
300988.SZ,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券,33,18,300988
920274.BJ,海峡两岸;融资融券;国企改革;锂电池概念;专精特新,151,5,920274
603013.SH,长安汽车概念;中俄贸易概念;汽车热管理;一带一路;国企改革;燃料电池;氢能源;新能源汽车;比亚迪概念;储能;专精特新;传感器;汽车电子;沪股通,17,14,603013
