股票代码,code,所属概念,所属概念数量,market_code
301092.SZ,301092,盐湖提锂;净水概念;稀土永磁;核污染防治;污水处理;超超临界发电;核电;减肥药;专精特新;融资融券,10,33
605117.SH,605117,光伏概念;储能;一带一路;人民币贬值受益;同花顺出海50;家用电器;共同富裕示范区;融资融券;沪股通,9,17
603328.SH,603328,PCB概念;共封装光学(CPO);苹果概念;5G;汽车电子;毫米波雷达;比亚迪概念;华为概念;机器人概念;光伏概念;人民币贬值受益;国企改革;沪股通;证金持股;融资融券,15,17
605060.SH,605060,液冷服务器;数据中心;风电;高端装备;农机;专精特新;沪股通,7,17
603138.SH,603138,华为鲲鹏;数据安全;数据要素;信创;横琴新区;人工智能;华为概念;数据中心;雄安新区;融资融券,10,17
300852.SZ,300852,共封装光学(CPO);PCB概念;汽车电子;5G;毫米波雷达;数据中心;人形机器人;比亚迪概念;无人机;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,14,33
688548.SH,688548,芯片概念;专精特新;华为概念;商业航天;氢能源;粤港澳大湾区;数字孪生;国企改革;沪股通;融资融券,10,17
300586.SZ,300586,钠离子电池;固态电池;宁德时代概念;锂电池概念;染料;可降解塑料;燃料电池;PCB概念;专精特新;储能;芯片概念;氢能源;消毒剂;深股通;融资融券,15,33
300854.SZ,300854,粤港澳大湾区;土壤修复;碳中和;固废处理;生物质能发电;绿色电力;融资融券,7,33
000510.SZ,000510,金属铜;小金属概念;石墨烯;芯片概念;西部大开发;化债概念(AMC概念),6,33
000422.SZ,000422,磷化工;化肥;煤化工概念;氟化工概念;煤炭概念;可降解塑料;回购增持再贷款概念;宁德时代概念;国企改革;乡村振兴;光刻胶;华为概念;股权转让(并购重组);融资融券;深股通,15,33
600307.SH,600307,特钢概念;商业航天;西部大开发;金属铜;国企改革;回购增持再贷款概念;氢能源;雅下水电概念;核电;可控核聚变;超导概念;华为概念;新能源汽车;融资融券;沪股通,15,17
301629.SZ,301629,存储芯片;芯片概念;注册制次新股;专精特新;机器视觉;比亚迪概念;华为概念;深股通;新股与次新股;融资融券,10,33
301281.SZ,301281,维生素;仿制药一致性评价;数字经济;股权转让(并购重组);融资融券,5,33
301389.SZ,301389,富士康概念;PET铜箔;苹果概念;消费电子概念;汽车电子;智能穿戴;智能座舱;新能源汽车;专精特新;海峡两岸;股权转让(并购重组);深股通;融资融券,13,33
000762.SZ,000762,盐湖提锂;小金属概念;金属铜;化肥;锂电池概念;西部大开发;国企改革;央企国企改革;深股通;融资融券,10,33
000688.SZ,000688,金属铅;金属锌;金属铜;小金属概念;钛白粉概念;黄金概念;锂电池概念;2025年报预增;西部大开发;深股通;股权转让(并购重组);融资融券,12,33
301246.SZ,301246,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;比亚迪概念;2025年报预增;猴痘概念;仿制药一致性评价;合成生物;流感;深股通;融资融券,13,33
603026.SH,603026,氟化工概念;宁德时代概念;锂电池概念;燃料电池;新能源汽车;环氧丙烷;国企改革;沪股通;融资融券,9,17
603067.SH,603067,钛白粉概念;小金属概念;固态电池;钒电池;锂电池概念;军工;储能;维生素;沪股通;融资融券,10,17
300322.SZ,300322,太赫兹;商业航天;卫星导航;6G概念;毫米波雷达;无人机;WiFi 6;无线充电;传感器;芯片概念;智能穿戴;无人驾驶;汽车电子;5G;车联网(车路协同);AI眼镜;液冷服务器;消费电子概念;小米概念;特斯拉概念;机器人概念;比亚迪概念;先进封装;物联网;汽车热管理;新能源汽车;华为概念;虚拟现实;海峡两岸;储能;元宇宙;粤港澳大湾区;2025三季报预增;深股通;融资融券,35,33
920576.BJ,920576,可控核聚变;商业航天;核电;西部大开发;海工装备;融资融券;国企改革;卫星导航;专精特新,9,151
300602.SZ,300602,液冷服务器;富士康概念;苹果概念;AI PC;华为手机;华为海思概念股;5G;数据中心;宁德时代概念;AI眼镜;比亚迪概念;MR(混合现实);汽车热管理;小米概念;特斯拉概念;人形机器人;新能源汽车;2025三季报预增;储能;锂电池概念;光伏概念;充电桩;华为概念;石墨烯;2025年报预增;华为汽车;机器人概念;无人机;一体化压铸;无人驾驶;长安汽车概念;工业互联网;虚拟现实;粤港澳大湾区;家用电器;一带一路;智能物流;物业管理;融资融券;深股通,40,33
920522.BJ,920522,锂电池概念;宁德时代概念;固态电池;融资融券;碳纤维;比亚迪概念;钠离子电池;专精特新,8,151
600879.SH,600879,军工信息化;卫星导航;商业航天;太赫兹;军民融合;军工;低空经济;无人机;量子科技;物联网;高端装备;京津冀一体化;传感器;央企国企改革;芯片概念;国企改革;医疗器械概念;特高压;沪股通;融资融券,20,17
300390.SZ,300390,固态电池;宁德时代概念;锂电池概念;小金属概念;储能;新能源汽车;华为概念;存储芯片;芯片概念;中芯国际概念;医疗器械概念;融资融券;深股通,13,33
300224.SZ,300224,稀土永磁;小金属概念;低空经济;高压快充;消费电子概念;人形机器人;机器人概念;新能源汽车;2025年报预增;家用电器;深股通;融资融券,12,33
000970.SZ,000970,稀土永磁;小金属概念;特斯拉概念;新能源汽车;苹果概念;机器人概念;国企改革;人民币贬值受益;2025年报预增;深股通;融资融券;中字头股票,12,33
002056.SZ,002056,BC电池;稀土永磁;TOPCON电池;小金属概念;锂电池概念;光伏概念;2025三季报预增;储能;氢能源;无线充电;光伏建筑一体化;特斯拉概念;华为数字能源;比亚迪概念;新能源汽车;军工;机器人概念;低空经济;工业互联网;5G;华为概念;数字经济;深股通;融资融券,24,33
688603.SH,688603,PCB概念;先进封装;芯片概念;沪股通;融资融券,5,17
603065.SH,603065,光伏概念;专精特新;职业教育,3,17
002562.SZ,002562,PEEK材料;丙烯酸;长三角一体化;中俄贸易概念;人民币贬值受益;2025年报预增;2025三季报预增;NMN概念;合成生物;仿制药一致性评价;维生素;小金属概念;深股通,13,33
688261.SH,688261,芯片概念;5G;液冷服务器;东数西算(算力);第三代半导体;数据中心;人形机器人;专精特新;比亚迪概念;机器人概念;高压快充;新能源汽车;充电桩;光伏概念;储能;沪股通;融资融券,17,17
920145.BJ,920145,碳中和;污水处理;高端装备;汽车电子;传感器;芯片概念;融资融券,7,151
000932.SZ,000932,特钢概念;同花顺中特估100;绿色电力;国企改革;回购增持再贷款概念;海工装备;核电;高铁;军工;新能源汽车;深股通;融资融券;华为概念,13,33
920670.BJ,920670,AI应用;数字孪生;AIGC概念;融资融券;专精特新;智能医疗;虚拟现实;人工智能;3D打印;AI智能体;数字经济,11,151
688202.SH,688202,CRO概念;减肥药;创新药;智能医疗;人工智能;合成生物;AI应用;回购增持再贷款概念;沪股通;融资融券,10,17
600022.SH,600022,特钢概念;国企改革;回购增持再贷款概念;工业互联网;人工智能;机器人概念;融资融券;沪股通,8,17
600388.SH,600388,绿色电力;风电;固废处理;氢能源;钠离子电池;回购增持再贷款概念;储能;土壤修复;污水处理;国企改革;PPP概念;专精特新;海峡两岸;机器人概念;华为概念;融资融券;沪股通,17,17
688388.SH,688388,共封装光学(CPO);PCB概念;PET铜箔;宁德时代概念;固态电池;新能源汽车;锂电池概念;储能;飞行汽车(eVTOL);低空经济;光伏概念;沪股通;融资融券,13,17
688589.SH,688589,MCU芯片;芯片概念;中芯国际概念;传感器;专精特新;5G;物联网;智能家居;粤港澳大湾区;高铁;卫星导航;光伏概念;智慧灯杆;电力物联网;智能电网;智慧城市;人工智能;阿里巴巴概念;融资融券,19,17
600889.SH,600889,光刻机;工业母机;人形机器人;机器人概念;风电;国企改革;参股券商;商业航天;沪股通;股权转让(并购重组),10,17
300801.SZ,300801,脑机接口;氟化工概念;钠离子电池;固态电池;丙烯酸;锂电池概念;PCB概念;PEEK材料;磷化工;芯片概念;消毒剂;储能;人民币贬值受益;净水概念;合成生物;化肥;工业互联网;深股通,18,33
300468.SZ,300468,数字货币;跨境支付(CIPS);互联网金融;信创;区块链;数字经济;Web3.0;数据确权;云计算;AI智能体;DeepSeek概念;人工智能;华为概念;粤港澳大湾区;NFT概念;参股银行;人民币贬值受益;融资融券;深股通,19,33
002541.SZ,002541,同花顺中特估100;装配式建筑;PPP概念;光伏概念;机器人概念;融资融券;深股通,7,33
300604.SZ,300604,国家大基金持股;存储芯片;芯片概念;2025年报预增;专精特新;2025三季报预增;海峡两岸;融资融券;深股通,9,33
002585.SZ,002585,PET铜箔;光伏概念;锂电池概念;柔性屏(折叠屏);OLED;可降解塑料;绿色电力;消费电子概念;建筑节能;小米概念;华为概念;参股银行;区块链;融资融券;深股通,15,33
003018.SZ,003018,,0,33
002054.SZ,002054,专精特新;有机硅概念;创投;2025年报预增;参股银行;合成生物;参股券商;融资融券,8,33
688584.SH,688584,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,5,17
301286.SZ,301286,成飞概念;军民融合;军工;芯片概念;华为概念;雅下水电概念;2025年报预增;西部大开发;宁德时代概念;医疗器械概念;深股通;融资融券,12,33
688518.SH,688518,钙钛矿电池;固态电池;MicroLED概念;宁德时代概念;先进封装;锂电池概念;芯片概念;光伏概念;3D打印;消费电子概念;共封装光学(CPO);光纤概念;储能;新型工业化;华为概念;新能源汽车;工业母机;燃料电池;机器人概念;氢能源;沪股通;融资融券,22,17
002177.SZ,002177,互联网金融;人脸识别;国产操作系统;数字经济;创投;物业管理;粤港澳大湾区;深股通;融资融券,9,33
300296.SZ,300296,虚拟现实;智慧灯杆;元宇宙;商业航天;机器视觉;智能穿戴;空间计算;智慧城市;MicroLED概念;人工智能;AI眼镜;华为概念;无人驾驶;DeepSeek概念;数据要素;腾讯概念;小米概念;MiniLED;京津冀一体化;柔性屏(折叠屏);抖音概念(字节概念);人形机器人;海工装备;AIGC概念;虚拟数字人;消费电子概念;文化传媒概念;芯片概念;体育产业;IP经济(谷子经济);第三代半导体;OLED;一带一路;旅游概念;雄安新区;乡村振兴;AI应用;深股通;融资融券,39,33
600409.SH,600409,有机硅概念;消毒剂;钠离子电池;绿色电力;国企改革;光伏概念;京津冀一体化;华为概念;沪股通;融资融券,10,17
601866.SH,601866,航运概念;同花顺中特估100;参股银行;国企改革;回购增持再贷款概念;央企国企改革;储能;上海自贸区;数字经济;沪股通;融资融券;中字头股票,12,17
600585.SH,600585,同花顺中特估100;水泥概念;证金持股;装配式建筑;国企改革;雅下水电概念;同花顺漂亮100;一带一路;沪股通;融资融券;储能,11,17
300152.SZ,300152,ST板块;PM2.5;生物质能发电;PPP概念;创投;雄安新区;净水概念;土壤修复;污水处理;碳中和;燃料电池;氢能源,12,33
002342.SZ,002342,商业航天;京津冀一体化;海工装备;军工;雄安新区;水利;一带一路;核电;光伏概念;高端装备;风电;抽水蓄能;白酒概念;深股通;融资融券,15,33
688601.SH,688601,汽车芯片;AI眼镜;芯片概念;消费电子概念;AI手机;汽车电子;小米概念;比亚迪概念;机器人概念;民爆概念;创投;融资融券;沪股通,13,17
300969.SZ,300969,人形机器人;汽车热管理;新能源汽车;比亚迪概念;无人驾驶;深股通;融资融券,7,33
688630.SH,688630,光刻机;先进封装;PCB概念;OLED;2025年报预增;芯片概念;光刻胶;专精特新;BC电池;高端装备;光伏概念;融资融券;沪股通,13,17
605376.SH,605376,小金属概念;金属镍;硅能源;光伏概念;3D打印;锂电池概念;人民币贬值受益;专精特新;2025年报预增;融资融券;沪股通,11,17
688150.SH,688150,PCB概念;OLED;柔性屏(折叠屏);专精特新;西部大开发;钙钛矿电池;沪股通;融资融券,8,17
300919.SZ,300919,金属钴;金属镍;小金属概念;盐湖提锂;磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;特斯拉概念;储能;回购增持再贷款概念;西部大开发;新能源汽车;低空经济;机器人概念;深股通;融资融券,19,33
603516.SH,603516,液冷服务器;同花顺新质50;MR(混合现实);星闪概念;芯片概念;华为概念;军工信息化;虚拟现实;安防;人工智能;智慧城市;2025年报预增;融资融券;沪股通,14,17
002791.SZ,002791,光伏建筑一体化;雄安新区;垃圾分类;海峡两岸;粤港澳大湾区;智能家居;光伏概念;充电桩;融资融券;深股通,10,33
300387.SZ,300387,农业种植;生态农业;化肥;土地流转;中俄贸易概念;乡村振兴;土壤修复;合成生物;磷化工;农机;机器人概念;无人机;数字乡村;人工智能,14,33
920857.BJ,920857,安防;机器人概念;小米概念;西部大开发;融资融券;消费电子概念,6,151
603829.SH,603829,智能电网;光伏概念;储能,3,17
920505.BJ,920505,专精特新;稀土永磁;融资融券;风电,4,151
002636.SZ,002636,PCB概念;2025年报预增;消毒剂;医疗器械概念;深股通;融资融券,6,33
688126.SH,688126,国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,8,17
002741.SZ,002741,PET铜箔;固态电池;钠离子电池;锂电池概念;动力电池回收;宁德时代概念;氟化工概念;PCB概念;富士康概念;先进封装;比亚迪概念;芯片概念;5G;消毒剂;融资融券;深股通,16,33
300917.SZ,300917,物业管理;深圳国企改革;房屋检测;国企改革;智慧政务;粤港澳大湾区;阿里巴巴概念;华为概念;数据中心;深股通;融资融券,11,33
000898.SZ,000898,特钢概念;煤化工概念;金属回收;国企改革;央企国企改革;回购增持再贷款概念;证金持股;海工装备;比亚迪概念;数据中心;深股通;融资融券,12,33
600399.SH,600399,商业航天;大飞机;航空发动机;军工;特钢概念;核电;回购增持再贷款概念;沪股通;融资融券,9,17
002738.SZ,002738,小金属概念;金属铜;动力电池回收;金属回收;稀土永磁;锂电池概念;特斯拉概念;一带一路;融资融券;深股通,10,33
