股票代码,所属概念数量,code,所属概念,market_code
002986.SZ,4,002986,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,33
605069.SH,20,605069,新型城镇化;土壤修复;污水处理;水利;数字孪生;智慧城市;人工智能;数字经济;碳中和;雄安新区;元宇宙;旅游概念;京津冀一体化;智谱AI;PPP概念;AI智能体;IP经济(谷子经济);AIGC概念;乡村振兴;物业管理,17
002287.SZ,7,002287,流感;医药电商;创新药;三胎概念;西部大开发;深股通;融资融券,33
300490.SZ,40,300490,固态电池;钠离子电池;宁德时代概念;锂电池概念;高压快充;MiniLED;光伏概念;储能;比亚迪概念;换电概念;新型工业化;智能电网;虚拟电厂;数据中心;充电桩;光伏建筑一体化;机器视觉;航空发动机;华为概念;垃圾分类;虚拟现实;机器人概念;军工;碳中和;工业互联网;净水概念;风电;多模态AI;一带一路;数字孪生;绿色电力;人工智能;污水处理;国产操作系统;华为鲲鹏;DeepSeek概念;数据要素;数字经济;碳交易;水利,33
300702.SZ,6,300702,CRO概念;合成生物;医药电商;2025年报预增;人民币贬值受益;深股通,33
688048.SH,14,688048,共封装光学(CPO);光纤概念;汽车芯片;第三代半导体;可控核聚变;芯片概念;数据中心;商业航天;专精特新;华为概念;无人驾驶;医美概念;沪股通;融资融券,17
301210.SZ,12,301210,比亚迪概念;新能源汽车;储能;小米概念;宁德时代概念;传感器;人形机器人;锂电池概念;金属镍;小金属概念;深股通;融资融券,33
605599.SH,4,605599,黄金概念;国企改革;IP经济(谷子经济);沪股通,17
000554.SZ,8,000554,俄乌冲突概念;天然气;国企改革;央企国企改革;氢能源;融资融券;2025三季报预增;充电桩,33
688337.SH,6,688337,量子科技;芯片概念;DeepSeek概念;跨境电商;沪股通;融资融券,17
301358.SZ,12,301358,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券,33
000820.SZ,3,000820,ST板块;固废处理;储能,33
301486.SZ,21,301486,共封装光学(CPO);光纤概念;富士康概念;芯片概念;消费电子概念;5G;MR(混合现实);比亚迪概念;数据中心;新型工业化;高端装备;东数西算(算力);华为概念;虚拟现实;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;华为昇腾;股权转让(并购重组);深股通;融资融券,33
000949.SZ,3,000949,新疆振兴;国企改革;深股通,33
600481.SH,16,600481,硅能源;光热发电;光伏概念;核电;超超临界发电;氢能源;高端装备;碳中和;储能;数据中心;工业互联网;DeepSeek概念;专精特新;液冷服务器;融资融券;沪股通,17
605196.SH,9,605196,人民币贬值受益;回购增持再贷款概念;光伏概念;一带一路;中俄贸易概念;海工装备;工业互联网;智能电网;沪股通,17
301085.SZ,22,301085,快手概念;算力租赁;小红书概念;抖音概念(字节概念);腾讯概念;华为昇腾;东数西算(算力);阿里巴巴概念;百度概念;智慧政务;AI智能体;华为鲲鹏;数据中心;数字经济;华为概念;DeepSeek概念;富士康概念;共封装光学(CPO);京津冀一体化;一带一路;深股通;融资融券,33
000711.SZ,15,000711,土壤修复;固废处理;黑龙江自贸区;PPP概念;雄安新区;ST板块;污水处理;乡村振兴;水利;一带一路;金属回收;金属锌;物联网;无人机;小金属概念,33
300933.SZ,10,300933,高压快充;光伏概念;智能电网;充电桩;机器人概念;特高压;专精特新;东数西算(算力);算力租赁;融资融券,33
600522.SH,40,600522,铜缆高速连接;光纤概念;共封装光学(CPO);超级电容;超导概念;液冷服务器;特高压;光伏概念;汽车电子;柔性直流输电;钙钛矿电池;可控核聚变;5G;新能源汽车;储能;风电;固态电池;智能电网;锂电池概念;数据中心;海工装备;氢能源;6G概念;机器人概念;一带一路;绿色电力;东数西算(算力);工业互联网;华为概念;商业航天;量子科技;低空经济;碳中和;阿里巴巴概念;DeepSeek概念;数字经济;沪股通;融资融券;数据要素;证金持股,17
603580.SH,4,603580,ST板块;人民币贬值受益;海峡两岸;消费电子概念,22
002630.SZ,13,002630,新型城镇化;PPP概念;碳中和;生物质能发电;ST板块;西部大开发;光热发电;固废处理;一带一路;绿色电力;核电;储能;超超临界发电,33
603637.SH,4,603637,碳中和;氢能源;国企改革;天然气,17
300152.SZ,12,300152,ST板块;PM2.5;PPP概念;雄安新区;土壤修复;创投;碳中和;污水处理;生物质能发电;净水概念;燃料电池;氢能源,33
000703.SZ,9,000703,可降解塑料;参股银行;回购增持再贷款概念;一带一路;西部大开发;互联网金融;阿里巴巴概念;融资融券;深股通,33
301133.SZ,12,301133,人形机器人;毫米波雷达;碳纤维;小米汽车;特斯拉概念;比亚迪概念;无人机;新能源汽车;华为汽车;长安汽车概念;百度概念;融资融券,33
002490.SZ,8,002490,页岩气;天然气;国企改革;摘帽;深股通;氢能源;海工装备;股权转让(并购重组),33
600714.SH,2,600714,小金属概念;西部大开发,17
000609.SZ,5,000609,ST板块;创投;互联网金融;高铁;股权转让(并购重组),33
000782.SZ,1,000782,军工,33
300960.SZ,8,300960,高铁;充电桩;储能;超级电容;物联网;芯片概念;股权转让(并购重组);融资融券,33
002493.SZ,8,002493,POE胶膜;回购增持再贷款概念;同花顺中特估100;一带一路;光伏概念;同花顺漂亮100;深股通;融资融券,33
688485.SH,3,688485,京津冀一体化;专精特新;融资融券,17
300263.SZ,23,300263,钙钛矿电池;HJT电池;大飞机;商业航天;碳纤维;军民融合;军工;光伏概念;核电;低空经济;无人机;飞行汽车(eVTOL);柔性屏(折叠屏);风电;OLED;芯片概念;动力电池回收;超超临界发电;污水处理;PPP概念;盐湖提锂;融资融券;深股通,33
300819.SZ,5,300819,机器人概念;人民币贬值受益;固态电池;氢能源;体育产业,33
002413.SZ,27,002413,太赫兹;军工信息化;商业航天;卫星导航;6G概念;军民融合;大飞机;军工;无人机;毫米波雷达;低空经济;车联网(车路协同);数据要素;东数西算(算力);人工智能;5G;无人驾驶;华为概念;DeepSeek概念;京津冀一体化;芯片概念;汽车电子;比亚迪概念;养老概念;存储芯片;深股通;融资融券,33
600381.SH,3,600381,ST板块;西部大开发;白酒概念,22
600977.SH,11,600977,短剧游戏;文化传媒概念;IP经济(谷子经济);中字头股票;腾讯概念;AIGC概念;人工智能;国企改革;同花顺中特估100;沪股通;融资融券,17
300539.SZ,14,300539,减速器;PEEK材料;华为汽车;比亚迪概念;新能源汽车;智能座舱;小米概念;机器人概念;无人机;专精特新;家用电器;智能家居;华为概念;深股通,33
920433.BJ,2,920433,西部大开发;融资融券,151
002667.SZ,8,002667,金属锌;金属铅;小金属概念;磷化工;锂电池概念;垃圾分类;储能;融资融券,33
301076.SZ,4,301076,PEEK材料;专精特新;深股通;融资融券,33
603301.SH,6,603301,医药电商;医疗器械概念;人民币贬值受益;跨境电商;沪股通;融资融券,17
001301.SZ,8,001301,石墨电极;宁德时代概念;锂电池概念;储能;专精特新;回购增持再贷款概念;京津冀一体化;深股通,33
301062.SZ,5,301062,高压快充;食品安全;光伏概念;DeepSeek概念;融资融券,33
001230.SZ,16,001230,污水处理;新型城镇化;垃圾分类;PPP概念;专精特新;固废处理;新能源汽车;机器人概念;物联网;数据中心;无人驾驶;智慧城市;人工智能;车联网(车路协同);数字经济;DeepSeek概念,33
002463.SZ,14,002463,PCB概念;5G;汽车电子;芯片概念;毫米波雷达;数据中心;华为概念;无人驾驶;海峡两岸;人民币贬值受益;深股通;同花顺出海50;污水处理;融资融券,33
920675.BJ,6,920675,页岩气;融资融券;固废处理;西部大开发;天然气;专精特新,151
002299.SZ,8,002299,养鸡;预制菜;参股银行;食品安全;海峡两岸;深股通;融资融券;2025年报预增,33
002064.SZ,3,002064,可降解塑料;深股通;融资融券,33
002623.SZ,9,002623,钙钛矿电池;POE胶膜;光伏建筑一体化;建筑节能;光伏概念;绿色电力;一带一路;特斯拉概念;融资融券,33
300157.SZ,18,300157,可燃冰;俄乌冲突概念;页岩气;天然气;雄安新区;超超临界发电;一带一路;氢能源;创投;人工智能;融资融券;军工;高端装备;东数西算(算力);储能;无人机;数据中心;机器人概念,33
003038.SZ,9,003038,金属回收;光伏概念;绿色电力;风电;飞行汽车(eVTOL);低空经济;新能源汽车;专精特新;人形机器人,33
300345.SZ,14,300345,TOPCON电池;BC电池;HJT电池;硅能源;光伏概念;军民融合;军工;储能;碳中和;智能电网;机器人概念;智慧城市;人形机器人;华为概念,33
301246.SZ,13,301246,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;比亚迪概念;猴痘概念;2025年报预增;仿制药一致性评价;合成生物;流感;深股通;融资融券,33
605366.SH,4,605366,有机硅概念;硅能源;回购增持再贷款概念;融资融券,17
002083.SZ,17,002083,氟化工概念;硅能源;锂电池概念;托育服务;高铁;中俄贸易概念;新能源汽车;军工;军民融合;回购增持再贷款概念;三胎概念;人民币贬值受益;创投;一带一路;海工装备;国企改革;深股通,33
688678.SH,14,688678,人形机器人;消费电子概念;富士康概念;特斯拉概念;机器人概念;苹果概念;比亚迪概念;新能源汽车;TOPCON电池;光伏概念;医疗器械概念;海峡两岸;沪股通;融资融券,17
002850.SZ,13,002850,减速器;PEEK材料;人形机器人;特斯拉概念;比亚迪概念;新能源汽车;机器人概念;宁德时代概念;固态电池;储能;锂电池概念;深股通;融资融券,33
300706.SZ,16,300706,钙钛矿电池;HJT电池;小金属概念;PET铜箔;钒电池;超导概念;光伏概念;OLED;第三代半导体;福建自贸区;存储芯片;海峡两岸;芯片概念;消费电子概念;专精特新;深股通,33
000559.SZ,19,000559,人形机器人;无人机;小米汽车;低空经济;小米概念;机器人概念;军工;汽车电子;比亚迪概念;新能源汽车;工业互联网;MCU芯片;储能;锂电池概念;固态电池;绿色电力;深股通;融资融券;股权转让(并购重组),33
000510.SZ,6,000510,金属铜;小金属概念;石墨烯;芯片概念;西部大开发;化债概念(AMC概念),33
603900.SH,3,603900,黄金概念;IP经济(谷子经济);股权转让(并购重组),17
002731.SZ,4,002731,黄金概念;锂电池概念;三胎概念;IP经济(谷子经济),33
301591.SZ,13,301591,PEEK材料;新能源汽车;专精特新;比亚迪概念;军工;海工装备;商业航天;卫星导航;氢能源;核电;风电;医疗器械概念;融资融券,33
601689.SH,22,601689,人形机器人;汽车热管理;华为汽车;特斯拉概念;一体化压铸;小米汽车;新能源汽车;新型工业化;比亚迪概念;机器人概念;智能座舱;小米概念;汽车电子;同花顺新质50;同花顺出海50;无人驾驶;液冷服务器;英伟达概念;数据中心;中国AI 50;沪股通;融资融券,17
688309.SH,7,688309,固废处理;人民币贬值受益;专精特新;高端装备;碳中和;2025年报预增;融资融券,17
002915.SZ,8,002915,氟化工概念;PEEK材料;钠离子电池;固态电池;光伏概念;专精特新;深股通;融资融券,33
002545.SZ,9,002545,2025年报预增;化肥;2025三季报预增;一带一路;风电;特高压;智能电网;深股通;融资融券,33
001288.SZ,11,001288,雅下水电概念;一带一路;中俄贸易概念;西部大开发;人民币贬值受益;华为概念;机器人概念;DeepSeek概念;减速器;人工智能;深股通,33
002167.SZ,11,002167,小金属概念;稀土永磁;锂电池概念;固态电池;氢能源;燃料电池;回购增持再贷款概念;核电;牙科医疗;深股通;融资融券,33
002879.SZ,12,002879,柔性直流输电;智能电网;核电;风电;抽水蓄能;高铁;储能;数据中心;商业航天;液冷服务器;2025年报预增;机器人概念,33
300945.SZ,7,300945,黄金概念;IP经济(谷子经济);NFT概念;元宇宙;共同富裕示范区;深股通;融资融券,33
002800.SZ,7,002800,统一大市场;冷链物流;跨境电商;中俄贸易概念;新疆振兴;一带一路;西部大开发,33
300254.SZ,11,300254,流感;医药电商;肝炎概念;创新药;维生素;仿制药一致性评价;基因测序;三胎概念;智能医疗;养老概念;医疗器械概念,33
688229.SH,20,688229,华为鲲鹏;信创;数据安全;云计算;数据要素;鸿蒙概念;抖音概念(字节概念);百度概念;阿里巴巴概念;腾讯概念;数字经济;互联网金融;DeepSeek概念;东数西算(算力);人工智能;华为概念;工业互联网;数据中心;AI应用;融资融券,17
600589.SH,7,600589,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通,17
002497.SZ,16,002497,固态电池;锂电池概念;宁德时代概念;民爆概念;特斯拉概念;比亚迪概念;雅下水电概念;西部大开发;2025三季报预增;工业互联网;机器人概念;军工;深股通;2025年报预增;军民融合;融资融券,33
920931.BJ,2,920931,专精特新;融资融券,151
300203.SZ,15,300203,PM2.5;物联网;智慧城市;食品安全;高端装备;碳中和;芯片概念;污水处理;垃圾分类;PPP概念;医疗器械概念;回购增持再贷款概念;光刻胶;深股通;融资融券,33
300209.SZ,6,300209,人民币贬值受益;跨境电商;物联网;柔性屏(折叠屏);深股通;摘帽,33
688322.SH,32,688322,人形机器人;同花顺新质50;传感器;芯片概念;智能座舱;新型工业化;新能源汽车;消费电子概念;英伟达概念;3D打印;机器人概念;机器视觉;无人驾驶;专精特新;华为概念;虚拟现实;智能物流;粤港澳大湾区;东数西算(算力);人脸识别;数字孪生;移动支付;MLOps概念;人工智能;空间计算;阿里巴巴概念;元宇宙;蚂蚁集团概念;在线教育;虚拟数字人;沪股通;融资融券,17
600367.SH,8,600367,小金属概念;钠离子电池;锂电池概念;固态电池;西部大开发;国企改革;沪股通;融资融券,17
000533.SZ,21,000533,抽水蓄能;智能电网;可控核聚变;超超临界发电;核电;风电;光伏概念;充电桩;海工装备;储能;水利;数据中心;比亚迪概念;粤港澳大湾区;中芯国际概念;数字经济;东数西算(算力);阿里巴巴概念;百度概念;深股通;融资融券,33
