name,code,now,涨停价,跌停价
锡装股份,1332,51.99,57.16,46.76
力量钻石,301071,35.45,42.54,28.36
三维化学,2469,8.35,9.19,7.52
杰瑞股份,2353,69.84,76.99,62.99
天铁科技,300587,6.88,8.26,5.5
佳电股份,922,13.0,14.3,11.7
天元股份,3003,13.17,14.37,11.75
兴发集团,600141,33.65,37.3,30.52
四川成渝,601107,6.25,6.8,5.56
内蒙华电,600863,4.64,5.1,4.18
迈普医学,301033,68.1,81.67,54.45
孚能科技,688567,15.41,18.59,12.39
中色股份,758,6.29,6.85,5.61
江苏华辰,603097,27.16,30.03,24.57
铂科新材,300811,72.14,86.57,57.71
海锅股份,301063,24.08,29.18,19.46
昭衍新药,603127,35.32,38.94,31.86
晨化股份,300610,11.85,14.22,9.48
联泰环保,603797,4.75,5.21,4.27
四川黄金,1337,29.96,32.26,26.4
立中集团,300428,22.25,26.69,17.79
智立方,301312,48.2,58.2,38.8
华兰股份,301093,49.26,59.23,39.49
美亚光电,2690,20.66,22.83,18.68
八亿时空,688181,33.35,40.32,26.88
大为股份,2213,25.51,28.19,23.07
通用电梯,300931,11.19,13.5,9.0
华通线缆,605196,31.48,34.65,28.35
濮耐股份,2225,5.65,6.23,5.09
史丹利,2588,9.69,10.69,8.75
森林包装,605500,8.95,9.81,8.03
拓山重工,1226,42.42,46.57,38.11
科达利,2850,149.46,164.3,134.42
晓程科技,300139,32.52,37.34,24.9
达意隆,2209,15.54,17.14,14.02
西藏珠峰,600338,14.1,15.5,12.68
好利科技,2729,15.76,17.34,14.18
新澳股份,603889,7.52,8.22,6.72
姚记科技,2605,23.25,25.6,20.94
利安隆,300596,43.3,52.14,34.76
卓然股份,688121,11.6,13.1,8.74
ST中青宝,300052,11.79,14.12,9.42
金凯生科,301509,34.64,40.45,26.97
运达科技,300440,11.86,14.21,9.47
苏盐井神,603299,10.15,11.18,9.14
聚石化学,688669,21.23,25.48,16.98
通合科技,300491,25.43,30.6,20.4
中金黄金,600489,24.38,26.24,21.47
*ST汇科,300561,13.69,16.36,10.9
盈峰环境,967,6.83,7.5,6.14
芯原股份,688521,128.01,154.68,103.12
ST中珠,600568,2.57,2.7,2.44
弘元绿能,603185,29.2,32.08,26.24
浩辰软件,688657,52.95,63.23,42.15
凌云光,688400,41.11,48.77,32.51
磁谷科技,688448,42.31,50.99,33.99
盛弘股份,300693,39.01,46.97,31.31
拓新药业,301089,28.59,34.46,22.98
华能国际,600011,7.84,8.62,7.06
胜蓝股份,300843,51.51,62.8,41.86
罗莱生活,2293,9.72,10.63,8.69
柘中股份,2346,17.6,19.35,15.83
合盛硅业,603260,52.14,57.1,46.72
尔康制药,300267,3.52,4.22,2.82
华宝新能,301327,56.51,67.8,45.2
中旗新材,1212,46.99,51.72,42.32
ST尔雅,600107,7.39,7.46,6.75
上海银行,601229,9.78,10.77,8.81
海思科,2653,53.42,58.74,48.06
科大国创,300520,37.8,43.84,29.22
大唐发电,601991,3.57,3.93,3.21
灵鸽科技,920284,39.63,51.25,27.61
法兰泰克,603966,10.76,11.87,9.71
三超新材,300554,23.33,28.13,18.75
斯菱股份,301550,106.96,128.23,85.49
东方电缆,603606,61.93,68.75,56.25
长华化学,301518,33.44,40.28,26.86
东微半导,688261,66.65,79.74,53.16
日出东方,603366,10.04,11.04,9.04
民德电子,300656,22.61,26.35,17.57
前沿生物,688221,20.17,24.24,16.16
西藏矿业,762,26.58,29.29,23.97
博众精工,688097,33.16,39.79,26.53
佳发教育,300559,11.95,14.39,9.59
燕东微,688172,27.29,33.24,22.16
中信银行,601998,7.38,8.13,6.65
浙江众成,2522,5.5,6.11,5.0
厦门国贸,600755,6.5,7.13,5.83
英联股份,2846,15.9,17.45,14.27
晶晨股份,688099,86.4,104.14,69.42
佳隆股份,2495,2.82,3.09,2.53
信立泰,2294,56.23,61.82,50.58
富创精密,688409,71.1,84.85,56.57
恒光股份,301118,25.46,30.61,20.41
丰山集团,603810,16.04,17.73,14.51
宜安科技,300328,16.08,19.36,12.9
司太立,603520,9.5,10.44,8.54
寒锐钴业,300618,44.6,53.2,35.46
*ST新潮,600777,3.85,4.05,3.67
金瑞矿业,600714,12.68,13.81,11.3
万向钱潮,559,11.66,12.8,10.48
南网储能,600995,12.64,13.9,11.38
德明利,1309,199.8,220.5,180.41
联得装备,300545,30.01,36.2,24.14
陕西能源,1286,9.92,10.87,8.89
川恒股份,2895,35.57,39.18,32.06
扬帆新材,300637,11.82,14.26,9.5
川发龙蟒,2312,10.91,11.99,9.81
新联电子,2546,6.91,7.63,6.25
博力威,688345,0.0,37.18,24.78
维峰电子,301328,43.07,51.68,34.46
飞凯材料,300398,23.0,27.66,18.44
一拖股份,601038,13.98,15.44,12.64
海翔药业,2099,6.0,6.62,5.42
上海物贸,600822,11.1,12.16,9.95
德龙激光,688170,31.13,37.43,24.95
百洋医药,301015,23.13,27.86,18.58
悦安新材,688786,27.5,32.72,21.82
鸿利智汇,300219,7.09,8.51,5.67
华兴源创,688001,28.43,34.12,22.74
天汽模,2510,7.11,7.84,6.42
迪威尔,688377,35.47,41.58,27.72
宏昌电子,603002,7.19,7.91,6.47
大庆华科,985,19.41,21.47,17.57
*ST星光,2076,2.06,2.16,1.96
上海港湾,605598,51.51,55.73,45.59
*ST立航,603261,22.8,23.92,21.64
华电国际,600027,5.18,5.7,4.66
建业股份,603948,25.91,28.49,23.31
三变科技,2112,13.4,14.83,12.13
利扬芯片,688135,26.8,32.36,21.58
*ST金刚,300093,15.89,18.76,12.5
清溢光电,688138,28.03,33.78,22.52
亚康股份,301085,52.0,60.31,40.21
海南高速,886,7.67,8.09,6.62
科达制造,600499,13.65,15.04,12.3
长虹能源,920239,32.61,42.48,22.88
浪潮信息,977,64.4,70.83,57.95
金风科技,2202,17.41,18.58,15.2
三维股份,603033,10.5,11.62,9.5
渝农商行,601077,6.36,7.0,5.72
星球石墨,688633,23.4,28.0,18.66
宁波韵升,600366,13.81,15.18,12.42
海顺新材,300501,14.95,17.87,11.91
镇海股份,603637,10.66,11.72,9.59
长阳科技,688299,17.07,20.48,13.66
恒达新材,301469,27.56,33.29,22.19
亿田智能,300911,33.12,39.89,26.59
高新发展,628,44.2,48.8,39.92
明阳电气,301291,42.26,50.7,33.8
四川路桥,600039,9.76,10.73,8.78
百济神州,688235,274.99,329.16,219.44
农业银行,601288,7.58,8.35,6.83
鑫磊股份,301317,32.58,39.11,26.07
ST远智,2689,3.24,3.42,3.1
万辰集团,300972,194.8,230.93,153.95
宝钢包装,601968,5.42,5.98,4.9
金宏气体,688106,19.7,23.54,15.7
海油工程,600583,5.48,6.0,4.91
恒大高新,2591,6.55,7.19,5.89
良信股份,2706,9.86,10.85,8.87
久吾高科,300631,28.48,34.49,22.99
瑞丰银行,601528,5.53,6.08,4.98
中岩大地,3001,19.94,21.93,17.95
有研硅,688432,12.2,14.65,9.77
大东南,2263,3.33,3.69,3.02
科恒股份,300340,12.29,14.75,9.83
四方新材,605122,13.35,14.75,12.07
中国太保,601601,41.4,45.54,37.26
*ST节能,820,3.36,3.53,3.19
湘潭电化,2125,14.36,16.02,13.1
华北制药,600812,5.6,6.17,5.05
科华控股,603161,13.41,14.83,12.13
南京银行,601009,11.26,12.39,10.13
凯莱英,2821,94.58,104.17,85.23
ST朗源,300175,5.64,6.78,4.52
东芯股份,688110,116.03,141.06,94.04
上能电气,300827,36.15,43.4,28.94
中科环保,301175,5.67,6.82,4.54
拱东医疗,605369,18.22,20.01,16.37
东华科技,2140,11.31,12.51,10.23
汇金通,603577,10.2,11.28,9.23
莱尔科技,688683,29.83,35.63,23.75
宁波精达,603088,10.32,11.39,9.32
永达股份,1239,16.49,17.73,14.51
开特股份,920978,0.0,46.54,25.06
浩欧博,688656,178.24,216.29,144.19
建发合诚,603909,11.51,12.74,10.42
聚杰微纤,300819,26.81,32.05,21.37
索通发展,603612,23.15,25.62,20.96
万盛股份,603010,10.53,11.56,9.46
中国石化,600028,5.87,6.46,5.28
ST联创,300343,5.89,7.07,4.71
凯撒旅业,796,7.44,7.78,6.36
时空科技,605178,50.65,55.85,45.69
野马电池,605378,22.52,24.76,20.26
苏州银行,2966,8.33,9.14,7.48
海大集团,2311,53.48,58.8,48.11
ST智知,603869,10.79,11.33,10.25
六国化工,600470,6.01,6.61,5.41
莱特光电,688150,26.11,31.8,21.2
焦点科技,2315,43.21,47.82,39.12
南京化纤,600889,15.93,17.33,14.18
新安股份,600596,11.04,12.12,9.92
盐湖股份,792,28.15,30.99,25.35
华电能源,600726,2.45,2.7,2.21
万祥科技,301180,15.88,19.12,12.74
中船特气,688146,40.65,48.78,32.52
海宁皮城,2344,4.93,5.45,4.46
越秀资本,987,7.4,8.17,6.69
电广传媒,917,9.99,10.91,8.93
康力电梯,2367,7.44,8.18,6.7
新美星,300509,12.55,14.96,9.98
思进智能,3025,13.77,15.1,12.36
标榜股份,301181,37.15,44.94,29.96
南钢股份,600282,5.02,5.5,4.5
诚达药业,301201,41.49,49.64,33.1
德创环保,603177,11.26,12.43,10.17
润欣科技,300493,18.88,22.68,15.12
*ST原尚,603813,38.84,41.02,37.12
睿创微纳,688002,88.39,105.97,70.65
星环科技,688031,95.88,115.06,76.7
恒勃股份,301225,98.69,118.43,78.95
杭叉集团,603298,26.57,29.25,23.93
厦门空港,600897,17.7,19.5,15.96
德龙汇能,593,10.5,11.18,9.14
赤峰黄金,600988,33.88,36.41,29.79
箭牌家居,1322,8.93,9.82,8.04
康达新材,2669,13.97,15.46,12.65
振华科技,733,50.19,54.85,44.87
冠农股份,600251,8.98,9.85,8.06
云图控股,2539,11.5,12.66,10.36
蓝科高新,601798,8.98,9.86,8.06
翔丰华,300890,29.58,35.42,23.62
九鼎投资,600053,19.15,21.2,17.34
厦门银行,601187,7.69,8.48,6.94
南侨食品,605339,20.99,22.64,18.52
*ST中装,2822,3.88,4.05,3.67
人民同泰,600829,11.51,12.74,10.42
三晖电气,2857,20.58,22.75,18.61
银轮股份,2126,34.91,38.48,31.48
安利股份,300218,15.61,18.73,12.49
格林美,2340,7.84,8.6,7.04
奥普科技,603551,11.76,12.94,10.58
和顺科技,301237,47.5,56.48,37.66
永福股份,300712,27.4,32.99,21.99
永和股份,605020,26.25,28.94,23.68
科隆股份,300405,6.58,7.91,5.27
天宇股份,300702,23.83,28.48,18.98
超频三,300647,6.59,7.92,5.28
跃岭股份,2725,17.02,18.88,15.44
川能动力,155,11.91,13.1,10.72
博拓生物,688767,39.66,47.64,31.76
春秋电子,603890,15.85,17.48,14.3
通富微电,2156,37.13,40.91,33.47
盟固利,301487,21.22,25.52,17.02
青龙管业,2457,10.65,11.72,9.59
凯尔达,688255,0.0,40.2,26.8
中际联合,605305,41.62,45.98,37.62
新经典,603096,17.53,19.31,15.8
楚江新材,2171,12.18,13.41,10.97
佰奥智能,300836,54.2,65.04,43.36
新疆交建,2941,16.3,17.92,14.66
大富科技,300134,12.22,14.68,9.78
科新发展,600234,13.6,14.95,12.23
重庆百货,600729,27.48,29.92,24.48
达威股份,300535,17.92,21.25,14.17
粤宏远A,573,4.1,4.5,3.68
建霖家居,603408,13.68,15.05,12.31
亚太股份,2284,14.9,16.56,13.55
中仑新材,301565,24.55,29.58,19.72
中国中车,601766,6.86,7.54,6.17
恒烁股份,688416,51.73,60.94,40.62
宏发股份,600885,30.24,33.25,27.21
潍柴重机,880,26.68,28.78,23.54
力生制药,2393,20.74,22.79,18.65
开山股份,300257,13.94,16.74,11.16
久盛电气,301082,18.19,21.83,14.55
光迅科技,2281,69.99,77.26,63.22
洪田股份,603800,53.61,59.28,48.5
回天新材,300041,11.39,13.62,9.08
爱柯迪,600933,18.54,20.39,16.69
万里股份,600847,11.4,12.61,10.31
合康新能,300048,5.76,6.89,4.59
芯源微,688037,142.0,174.0,116.0
华塑科技,301157,50.78,60.71,40.47
苏州高新,600736,5.82,6.4,5.24
我武生物,300357,29.19,35.04,23.36
国电电力,600795,5.85,6.46,5.28
亚钾国际,893,46.92,51.67,42.27
英方软件,688435,47.2,56.44,37.62
*ST金科,656,1.48,1.54,1.4
大西洋,600558,5.87,6.48,5.3
屹唐股份,688729,25.0,30.12,20.08
奇精机械,603677,17.75,19.51,15.97
振华新材,688707,13.35,16.02,10.68
银星能源,862,5.96,6.56,5.36
豪江智能,301320,16.52,19.9,13.26
普洛药业,739,16.63,18.27,14.95
领湃科技,300530,27.07,32.64,21.76
中国神华,601088,40.87,44.97,36.79
宏柏新材,605366,6.07,6.68,5.46
沪农商行,601825,9.11,10.03,8.21
中工国际,2051,9.14,10.05,8.23
生益科技,600183,65.58,72.13,59.01
金一文化,2721,3.05,3.36,2.75
超捷股份,301005,92.68,111.71,74.47
电投能源,2128,27.66,30.24,24.74
长江电力,600900,27.5,30.29,24.79
兆龙互连,300913,55.29,66.34,44.22
东方锆业,2167,12.34,13.57,11.11
坤彩科技,603826,17.15,18.84,15.42
佰仁医疗,688198,109.26,131.1,87.4
安靠智电,300617,31.29,37.62,25.08
益丰药房,603939,22.13,24.27,19.85
湖北宜化,422,14.2,15.64,12.8
阳光诺和,688621,67.7,81.71,54.47
乐惠国际,603076,24.81,26.25,21.47
特一药业,2728,11.18,12.29,10.05
天山铝业,2532,14.3,15.84,12.96
特锐德,300001,25.69,30.88,20.58
江特电机,2176,9.65,10.64,8.7
美的集团,333,79.38,87.08,71.24
松原安全,300893,24.09,29.1,19.4
中电电机,603988,24.8,26.9,22.01
盛美上海,688082,178.88,212.75,141.83
华升股份,600156,7.95,9.09,7.43
甘肃能源,791,6.63,7.28,5.96
奥福科技,688021,18.2,21.85,14.57
嘉亨家化,300955,38.47,45.71,30.47
时代新材,600458,13.25,14.58,11.93
威胜信息,688100,36.6,43.9,29.26
宝光股份,600379,11.59,12.8,10.48
兴业股份,603928,16.7,18.34,15.0
水发燃气,603318,6.65,7.35,6.01
伊之密,300415,25.07,30.19,20.13
中联重科,157,8.4,9.23,7.55
日科化学,300214,6.73,8.09,5.39
利欧股份,2131,5.04,5.57,4.55
华虹公司,688347,104.0,125.5,83.66
海螺水泥,600585,22.07,24.27,19.85
崇达技术,2815,13.59,15.03,12.29
海德股份,567,7.11,7.54,6.17
美能能源,1299,11.95,13.2,10.8
中国建筑,601668,5.17,5.69,4.65
京沪高铁,601816,5.17,5.69,4.65
招金黄金,506,14.01,15.18,12.42
万得凯,301309,27.72,33.25,22.17
大族激光,2008,38.17,41.98,34.34
德冠新材,1378,22.5,24.84,20.32
天山电子,301379,26.04,31.31,20.87
招商蛇口,1979,8.68,9.58,7.84
龙泉股份,2671,5.23,5.75,4.71
富特科技,301607,40.21,48.2,32.14
三六零,601360,10.95,11.56,9.46
惠泰医疗,688617,251.7,300.84,200.56
航民股份,600987,7.03,7.73,6.33
宇环数控,2903,21.09,23.22,19.0
中信金属,601061,14.26,15.51,12.69
联科科技,1207,24.64,27.17,22.23
中际旭创,300308,625.0,741.0,494.0
摩尔线程,688795,665.0,807.6,538.4
重庆啤酒,600132,53.51,58.52,47.88
天准科技,688003,57.59,68.15,45.43
源杰科技,688498,646.75,766.8,511.2
苏美达,600710,10.73,11.78,9.64
迦南科技,300412,5.34,6.44,4.3
中熔电气,301031,108.89,131.03,87.35
润泽科技,300442,51.52,60.18,40.12
亚太药业,2370,7.2,7.9,6.46
雄韬股份,2733,19.75,21.82,17.86
立讯精密,2475,57.55,63.5,51.96
龙源技术,300105,7.25,8.7,5.8
市北高新,600604,5.48,6.01,4.91
绿盟科技,300369,7.62,8.74,5.82
江钨装备,600397,7.31,8.03,6.57
吉宏股份,2803,16.49,18.13,14.83
格尔软件,603232,22.79,24.2,19.8
邦基科技,603151,18.32,20.19,16.52
亚星化学,600319,9.18,10.12,8.28
时代电气,688187,49.5,59.63,39.75
耐科装备,688419,27.54,33.28,22.18
双良节能,600481,5.53,6.11,5.0
交通银行,601328,7.4,8.14,6.66
古汉医药,590,11.26,12.27,10.04
金岭矿业,655,9.33,10.25,8.39
太阳纸业,2078,14.94,16.46,13.46
山东高速,600350,9.42,10.36,8.48
中国银行,601988,5.66,6.24,5.1
优彩资源,2998,7.53,8.32,6.8
众泰汽车,980,3.8,4.19,3.43
中国国贸,600007,19.15,20.97,17.15
三柏硕,1300,15.3,16.83,13.77
海油发展,600968,3.84,4.21,3.45
吉峰科技,300022,7.69,9.25,6.17
瑞可达,688800,78.91,95.06,63.38
晶瑞电材,300655,17.31,20.87,13.91
ST人福,600079,19.26,20.32,18.38
威领股份,2667,13.56,14.92,12.2
力鼎光电,605118,29.1,32.03,26.21
旗滨集团,601636,5.86,6.44,5.27
百龙创园,605016,21.5,23.67,19.37
滨江集团,2244,9.79,10.79,8.83
农心科技,1231,21.55,23.76,19.44
金冠电气,688517,15.93,18.95,12.63
华脉科技,603042,17.67,19.64,16.07
江化微,603078,17.91,19.79,16.19
澜起科技,688008,120.71,144.48,96.32
路维光电,688401,50.15,60.29,40.19
华阳新材,600281,6.16,6.63,5.43
太极集团,600129,18.08,19.91,16.29
奥瑞金,2701,6.06,6.66,5.45
欧普照明,603515,18.2,20.0,16.36
光华科技,2741,20.17,22.25,18.21
三人行,605168,32.68,35.82,29.3
国脉文化,600640,12.2,13.43,10.99
明泰铝业,601677,14.2,15.68,12.83
中青旅,600138,10.17,11.24,9.2
道明光学,2632,12.21,13.52,11.06
顾家家居,603816,30.73,33.8,27.66
新华百货,600785,14.25,15.81,12.93
海亮股份,2203,12.43,13.64,11.16
中国交建,601800,8.3,9.11,7.45
三峰环境,601827,8.28,9.11,7.45
新宏泰,603016,26.92,29.81,24.39
云维股份,600725,4.23,4.59,3.75
鸿泉技术,688288,27.15,32.58,21.72
神马电力,603530,41.77,46.01,37.65
常宝股份,2478,8.37,9.21,7.53
纽威股份,603699,50.55,55.61,45.5
福昕软件,688095,84.51,101.76,67.84
帅丰电器,605336,15.08,16.51,13.51
比亚迪,2594,94.5,103.81,84.93
锦浪科技,300763,71.07,85.28,56.86
上海电影,601595,28.05,30.91,25.29
天士力,600535,15.27,16.79,13.73
沃特股份,2886,19.61,21.62,17.69
杭州柯林,688611,50.75,60.62,40.42
富临精工,300432,15.3,18.46,12.3
第一医药,600833,13.33,14.65,11.99
欣龙控股,955,7.03,7.35,6.01
神力股份,603819,11.12,12.28,10.04
龙利得,300883,6.72,8.05,5.37
索菲亚,2572,13.47,14.82,12.12
西典新能,603312,47.35,52.07,42.61
京基智农,48,13.5,14.88,12.18
广日股份,600894,9.06,10.01,8.19
华懋科技,603306,61.51,67.65,55.35
芯朋微,688508,59.22,71.08,47.38
惠达卫浴,603385,6.81,7.52,6.16
中国人保,601319,9.15,10.07,8.24
中巨芯,688549,9.16,10.99,7.33
龙净环保,600388,15.94,17.67,14.45
博亚精工,300971,22.96,27.55,18.37
国联股份,603613,27.5,30.34,24.82
力合科技,300800,11.5,13.81,9.21
博迈科,603727,13.86,15.2,12.44
翔楼新材,301160,64.5,77.41,51.61
宝丽迪,300905,32.11,38.77,25.85
海星股份,603115,18.61,20.47,16.75
山东威达,2026,13.93,15.36,12.56
中金辐照,300962,16.33,19.6,13.06
中威电子,300270,11.91,14.0,9.34
天能股份,688819,32.7,39.25,26.17
步长制药,603858,16.36,18.0,14.72
欣贺股份,3016,9.36,10.29,8.42
春秋航空,601021,56.1,61.73,50.51
兆易创新,603986,216.99,238.11,194.81
全新好,7,11.82,12.95,10.59
首创证券,601136,18.81,20.72,16.96
国投智能,300188,14.61,16.97,11.31
洁美科技,2859,28.36,31.22,25.54
昆工科技,920152,23.6,30.86,16.62
海默科技,300084,9.51,11.45,7.63
宝鼎科技,2552,16.8,18.44,15.08
美思德,603041,12.08,13.19,10.79
许继电气,400,26.47,29.12,23.82
首钢股份,959,4.85,5.34,4.37
佐力药业,300181,16.95,20.39,13.59
双汇发展,895,26.81,29.46,24.1
苑东生物,688513,59.05,70.27,46.85
深振业A,6,9.78,10.76,8.8
豪鹏科技,1283,68.96,75.53,61.79
福能股份,600483,9.85,10.84,8.87
键邦股份,603285,24.7,27.23,22.28
智动力,300686,14.8,17.83,11.89
中润光学,688307,44.62,53.76,35.84
圣阳股份,2580,12.48,13.75,11.25
兴森科技,2436,19.97,22.07,18.05
海泰新光,688677,42.97,51.31,34.21
南大光电,300346,45.1,54.84,36.56
先惠技术,688155,58.42,70.1,46.74
建科智能,300823,15.22,18.34,12.22
莱伯泰科,688056,33.11,39.88,26.58
中远海控,601919,15.36,16.87,13.81
浙能电力,600023,5.13,5.63,4.61
金三江,301059,12.85,15.41,10.27
东方盛虹,301,10.31,11.33,9.27
博腾股份,300363,23.25,27.9,18.6
艾为电子,688798,72.5,86.93,57.95
江苏国信,2608,7.77,8.55,6.99
金禾实业,2597,20.68,22.85,18.69
飞科电器,603868,36.76,40.14,32.84
腾龙股份,603158,10.44,11.48,9.4
立昂微,605358,37.5,40.37,33.03
工商银行,601398,7.89,8.68,7.1
新疆众和,600888,7.91,8.68,7.1
浙江世宝,2703,18.91,20.34,16.64
申能股份,600642,8.04,8.82,7.22
中国中铁,601390,5.4,5.92,4.84
久立特材,2318,26.96,29.6,24.22
远翔新材,301300,43.36,51.9,34.6
长荣股份,300195,8.09,9.73,6.49
光力科技,300480,16.22,19.52,13.02
邮储银行,601658,5.43,5.97,4.89
容大感光,300576,40.5,48.9,32.6
中国人寿,601628,46.37,51.0,41.72
湖南黄金,2155,22.18,24.01,19.65
康华生物,300841,74.09,88.86,59.24
福达合金,603045,19.47,21.23,17.37
华菱钢铁,932,5.55,6.09,4.99
国际实业,159,5.59,6.14,5.02
冰轮环境,811,16.72,18.43,15.08
迈威生物,688062,39.37,47.17,31.45
奥来德,688378,28.39,33.94,22.62
厦门象屿,600057,8.5,9.35,7.65
微芯生物,688321,28.49,34.15,22.77
*ST宝实,595,5.72,6.01,5.43
传艺科技,2866,17.1,18.9,15.46
先导基电,600641,17.16,18.96,15.52
罗普斯金,2333,5.75,6.34,5.18
平安银行,1,11.52,12.67,10.37
华泰证券,601688,22.95,25.43,20.81
创力集团,603012,5.77,6.36,5.2
世纪华通,2602,17.34,19.14,15.66
金徽股份,603132,14.58,15.95,13.05
安宁股份,2978,32.0,35.15,28.76
东方电子,682,11.68,12.84,10.5
新凤鸣,603225,17.64,19.35,15.83
东吴证券,601555,8.83,9.71,7.95
大洋生物,3017,29.58,32.54,26.62
深高速,600548,8.91,9.78,8.0
南模生物,688265,0.0,49.8,33.2
山东路桥,498,5.97,6.56,5.36
招商银行,600036,41.74,45.95,37.59
芭田股份,2170,11.95,13.16,10.76
华人健康,301408,20.78,25.13,16.75
美迪西,688202,57.71,68.28,45.52
兴业银行,601166,21.06,23.09,18.89
立达信,605365,26.83,29.73,24.33
德艺文创,300640,9.44,10.82,7.22
