所属同花顺行业,market_code,code,股票代码
纺织服饰-纺织制造-其他纺织,17,600232,600232.SH
基础化工-化学原料-氯碱,33,002092,002092.SZ
机械设备-通用设备-其他通用设备,33,301107,301107.SZ
机械设备-通用设备-其他通用设备,33,300157,300157.SZ
电子-半导体-分立器件,17,688048,688048.SH
计算机-IT服务-IT服务Ⅲ,17,688258,688258.SH
电子-其他电子-其他电子Ⅲ,33,002388,002388.SZ
机械设备-通用设备-仪器仪表,17,688539,688539.SH
电力设备-光伏设备-光伏电池组件,17,688223,688223.SH
公用事业-燃气-燃气Ⅲ,33,001299,001299.SZ
石油石化-油气开采及服务-油服工程,17,601808,601808.SH
房地产-房地产-住宅开发,17,600266,600266.SH
通信-通信设备-通信网络设备及器件,33,300502,300502.SZ
国防军工-军工装备-航天装备,33,003009,003009.SZ
计算机-软件开发-横向通用软件,17,688058,688058.SH
有色金属-工业金属-铝,33,300337,300337.SZ
计算机-软件开发-垂直应用软件,33,300608,300608.SZ
基础化工-化学制品-其他化学制品,33,301518,301518.SZ
计算机-计算机设备-安防设备,33,003004,003004.SZ
国防军工-军工电子-军工电子Ⅲ,33,300629,300629.SZ
医药生物-医疗服务-医院,33,301239,301239.SZ
通信-通信服务-通信工程及服务,33,300310,300310.SZ
电力设备-光伏设备-光伏电池组件,151,920985,920985.BJ
电子-半导体-模拟芯片设计,17,688270,688270.SH
轻工制造-家居用品-其他家居用品,33,002615,002615.SZ
基础化工-化学制品-其他化学制品,17,603681,603681.SH
医药生物-医疗器械-医疗耗材,17,688613,688613.SH
石油石化-石油加工贸易-石油加工,33,002408,002408.SZ
医药生物-医疗器械-医疗耗材,33,301580,301580.SZ
国防军工-军工装备-航空装备,33,300699,300699.SZ
基础化工-化学原料-氯碱,33,002386,002386.SZ
基础化工-农化制品-复合肥,33,002539,002539.SZ
轻工制造-家居用品-定制家居,17,603326,603326.SH
纺织服饰-服装家纺-服装,17,601718,601718.SH
汽车-汽车服务及其他-其他运输设备,17,689009,689009.SH
传媒-文化传媒-数字媒体,33,300364,300364.SZ
钢铁-钢铁-特钢,33,300881,300881.SZ
有色金属-工业金属-铅锌,33,000060,000060.SZ
计算机-IT服务-IT服务Ⅲ,33,002474,002474.SZ
基础化工-化学制品-纺织化学用品,33,002440,002440.SZ
汽车-汽车零部件-其他汽车零部件,33,001311,001311.SZ
轻工制造-家居用品-其他家居用品,22,603021,603021.SH
电子-光学光电子-光学元件,33,300331,300331.SZ
国防军工-军工电子-军工电子Ⅲ,33,300123,300123.SZ
有色金属-金属新材料-其他金属新材料,33,300963,300963.SZ
石油石化-油气开采及服务-油服工程,33,300164,300164.SZ
公用事业-电力-水电,33,000722,000722.SZ
电力设备-光伏设备-光伏辅材,33,000159,000159.SZ
基础化工-非金属材料-非金属材料Ⅲ,151,920719,920719.BJ
计算机-IT服务-IT服务Ⅲ,33,301172,301172.SZ
国防军工-军工电子-军工电子Ⅲ,33,300101,300101.SZ
房地产-房地产-住宅开发,33,000609,000609.SZ
机械设备-通用设备-金属制品,17,603028,603028.SH
基础化工-农化制品-钾肥,33,000893,000893.SZ
机械设备-自动化设备-激光设备,33,002008,002008.SZ
基础化工-化学纤维-涤纶,17,601233,601233.SH
机械设备-自动化设备-激光设备,33,300227,300227.SZ
石油石化-石油加工贸易-石油加工,33,000819,000819.SZ
石油石化-油气开采及服务-油服工程,17,600583,600583.SH
有色金属-金属新材料-其他金属新材料,33,300855,300855.SZ
建筑材料-建筑材料-其他建材,17,603737,603737.SH
基础化工-化学制品-其他化学制品,33,000881,000881.SZ
计算机-IT服务-IT服务Ⅲ,151,920227,920227.BJ
建筑材料-建筑材料-其他建材,33,002652,002652.SZ
钢铁-钢铁-普钢,17,601005,601005.SH
汽车-汽车零部件-其他汽车零部件,33,300969,300969.SZ
医药生物-医疗器械-医疗耗材,33,300677,300677.SZ
汽车-汽车零部件-其他汽车零部件,33,002921,002921.SZ
农林牧渔-种植业与林业-种子生产,151,920403,920403.BJ
机械设备-专用设备-印刷包装机械,33,300512,300512.SZ
机械设备-专用设备-能源及重型设备,151,920158,920158.BJ
通信-通信服务-通信应用增值服务,33,301382,301382.SZ
电力设备-电网设备-输变电设备,33,002112,002112.SZ
建筑装饰-建筑装饰-装饰园林,33,300506,300506.SZ
建筑材料-建筑材料-其他建材,33,300715,300715.SZ
电子-半导体-数字芯片设计,17,688262,688262.SH
电力设备-光伏设备-逆变器,33,300763,300763.SZ
纺织服饰-服装家纺-服装,33,002193,002193.SZ
公用事业-燃气-燃气Ⅲ,17,600617,600617.SH
机械设备-专用设备-能源及重型设备,33,001360,001360.SZ
煤炭-煤炭开采加工-焦炭加工,33,000723,000723.SZ
基础化工-化学制品-其他化学制品,33,301077,301077.SZ
电子-半导体-数字芯片设计,33,300613,300613.SZ
石油石化-石油加工贸易-石油加工,33,002476,002476.SZ
电子-元件-印制电路板,17,603936,603936.SH
房地产-房地产-住宅开发,17,600736,600736.SH
机械设备-自动化设备-其他自动化设备,151,920260,920260.BJ
汽车-汽车零部件-汽车电子电气系统,33,002766,002766.SZ
电力设备-光伏设备-光伏加工设备,33,300776,300776.SZ
纺织服饰-纺织制造-辅料,33,002098,002098.SZ
国防军工-军工装备-航天装备,17,600118,600118.SH
电力设备-电网设备-线缆部件及其他,33,001208,001208.SZ
机械设备-专用设备-能源及重型设备,17,603698,603698.SH
电力设备-电机-电机Ⅲ,17,603370,603370.SH
国防军工-军工装备-航海装备,17,601890,601890.SH
钢铁-钢铁-普钢,17,600569,600569.SH
国防军工-军工装备-航空装备,33,002933,002933.SZ
建筑材料-建筑材料-水泥,33,002302,002302.SZ
轻工制造-家居用品-其他家居用品,17,603272,603272.SH
机械设备-专用设备-能源及重型设备,33,002204,002204.SZ
电力设备-光伏设备-光伏电池组件,17,600151,600151.SH
国防军工-军工电子-军工电子Ⅲ,33,002465,002465.SZ
机械设备-专用设备-其他专用设备,151,920717,920717.BJ
电子-其他电子-其他电子Ⅲ,33,301099,301099.SZ
医药生物-中药-中药Ⅲ,33,002864,002864.SZ
汽车-汽车零部件-汽车电子电气系统,33,000901,000901.SZ
房地产-房地产-住宅开发,33,002133,002133.SZ
医药生物-化学制药-原料药,17,688356,688356.SH
机械设备-轨交设备-轨交设备Ⅲ,33,301016,301016.SZ
汽车-汽车零部件-其他汽车零部件,33,300237,300237.SZ
电子-元件-印制电路板,33,002913,002913.SZ
电力设备-光伏设备-光伏电池组件,33,002506,002506.SZ
电力设备-电网设备-线缆部件及其他,33,002879,002879.SZ
商贸零售-零售-百货零售,33,002356,002356.SZ
轻工制造-造纸-造纸Ⅲ,33,002067,002067.SZ
传媒-文化传媒-广告营销,33,300063,300063.SZ
电子-其他电子-其他电子Ⅲ,17,688800,688800.SH
交通运输-物流-物流Ⅲ,33,300873,300873.SZ
机械设备-通用设备-金属制品,33,002026,002026.SZ
机械设备-专用设备-能源及重型设备,17,603169,603169.SH
环保-环保设备-环保设备Ⅲ,17,600388,600388.SH
计算机-软件开发-横向通用软件,17,688369,688369.SH
机械设备-通用设备-金属制品,22,600421,600421.SH
电力设备-其他电源设备-其他电源设备Ⅲ,33,002366,002366.SZ
环保-环境治理-固废治理,33,300815,300815.SZ
电子-光学光电子-面板,33,000509,000509.SZ
基础化工-农化制品-农药,17,600486,600486.SH
电子-元件-印制电路板,33,300739,300739.SZ
农林牧渔-种植业与林业-种子生产,33,300189,300189.SZ
国防军工-军工装备-地面兵装,17,688543,688543.SH
国防军工-军工装备-航天装备,33,300722,300722.SZ
计算机-软件开发-横向通用软件,33,300369,300369.SZ
机械设备-轨交设备-轨交设备Ⅲ,33,000008,000008.SZ
钢铁-钢铁-普钢,17,600022,600022.SH
电子-消费电子-消费电子零部件及组装,17,603629,603629.SH
电力设备-电池-其他电池,17,603031,603031.SH
基础化工-化学制品-民爆用品,33,002246,002246.SZ
建筑装饰-建筑装饰-工程咨询服务,33,301136,301136.SZ
建筑装饰-建筑装饰-专业工程,151,920099,920099.BJ
电子-元件-印制电路板,33,002463,002463.SZ
基础化工-化学制品-其他化学制品,151,920832,920832.BJ
轻工制造-家居用品-其他家居用品,33,001221,001221.SZ
机械设备-通用设备-其他通用设备,17,688333,688333.SH
有色金属-工业金属-铝,33,002160,002160.SZ
计算机-IT服务-IT服务Ⅲ,33,300290,300290.SZ
计算机-IT服务-IT服务Ⅲ,33,301316,301316.SZ
环保-环境治理-水务及水治理,22,605081,605081.SH
农林牧渔-农产品加工-水产饲料,33,002696,002696.SZ
医药生物-医药商业-医药流通,33,002788,002788.SZ
建筑材料-建筑材料-水泥,17,600802,600802.SH
公用事业-燃气-燃气Ⅲ,17,603318,603318.SH
公用事业-电力-热力,17,600226,600226.SH
公用事业-燃气-燃气Ⅲ,17,605169,605169.SH
房地产-房地产-商业地产,17,601155,601155.SH
计算机-IT服务-IT服务Ⅲ,33,002195,002195.SZ
机械设备-通用设备-金属制品,33,002438,002438.SZ
机械设备-通用设备-金属制品,17,603278,603278.SH
建筑材料-建筑材料-水泥,17,600326,600326.SH
通信-通信设备-通信线缆及配套,33,300913,300913.SZ
建筑材料-建筑材料-管材,33,002372,002372.SZ
医药生物-医药商业-医药流通,33,301126,301126.SZ
基础化工-农化制品-磷肥及磷化工,17,600470,600470.SH
电子-消费电子-消费电子零部件及组装,33,300956,300956.SZ
电力设备-电网设备-输变电设备,33,002168,002168.SZ
医药生物-化学制药-原料药,33,300401,300401.SZ
电子-半导体-半导体材料,17,603991,603991.SH
机械设备-专用设备-楼宇设备,33,300669,300669.SZ
轻工制造-家居用品-瓷砖地板,33,003012,003012.SZ
钢铁-钢铁-特钢,33,002478,002478.SZ
商贸零售-零售-百货零售,17,600857,600857.SH
电子-消费电子-消费电子零部件及组装,33,301387,301387.SZ
通信-通信设备-通信网络设备及器件,151,920045,920045.BJ
基础化工-化学制品-民爆用品,33,002783,002783.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,33,002255,002255.SZ
通信-通信设备-通信终端及配件,33,300205,300205.SZ
非银金融-多元金融-多元金融Ⅲ,17,600783,600783.SH
石油石化-油气开采及服务-油服工程,17,600339,600339.SH
煤炭-煤炭开采加工-煤炭开采,17,600546,600546.SH
建筑材料-建筑材料-水泥,33,000672,000672.SZ
建筑装饰-建筑装饰-工程咨询服务,33,300732,300732.SZ
汽车-汽车零部件-底盘与发动机系统,33,002806,002806.SZ
基础化工-化学纤维-其他纤维,151,920077,920077.BJ
国防军工-军工装备-航空装备,151,920006,920006.BJ
钢铁-钢铁-普钢,33,000717,000717.SZ
煤炭-煤炭开采加工-煤炭开采,33,000571,000571.SZ
建筑装饰-建筑装饰-基础建设,33,002586,002586.SZ
建筑材料-建筑材料-玻璃玻纤,33,300196,300196.SZ
医药生物-生物制品-其他生物制品,33,000518,000518.SZ
计算机-软件开发-横向通用软件,33,300352,300352.SZ
电子-元件-印制电路板,17,603328,603328.SH
电力设备-电池-锂电专用设备,17,603959,603959.SH
计算机-IT服务-IT服务Ⅲ,33,002373,002373.SZ
建筑装饰-建筑装饰-专业工程,33,002135,002135.SZ
社会服务-旅游及酒店-酒店,33,301073,301073.SZ
环保-环保设备-环保设备Ⅲ,33,000890,000890.SZ
传媒-文化传媒-广告营销,17,603598,603598.SH
计算机-软件开发-垂直应用软件,33,300520,300520.SZ
环保-环保设备-环保设备Ⅲ,33,000967,000967.SZ
纺织服饰-服装家纺-家纺,33,002397,002397.SZ
基础化工-化学纤维-涤纶,33,301057,301057.SZ
电子-光学光电子-面板,17,688496,688496.SH
商贸零售-零售-商业物业经营,17,600415,600415.SH
计算机-软件开发-横向通用软件,17,688692,688692.SH
机械设备-轨交设备-轨交设备Ⅲ,151,920541,920541.BJ
电力设备-光伏设备-光伏辅材,17,688598,688598.SH
商贸零售-贸易-贸易Ⅲ,17,600128,600128.SH
电力设备-电网设备-线缆部件及其他,17,600869,600869.SH
传媒-影视院线-影视院线Ⅲ,33,300426,300426.SZ
传媒-文化传媒-数字媒体,33,301313,301313.SZ
公用事业-燃气-燃气Ⅲ,33,300332,300332.SZ
环保-环境治理-综合环境治理,17,688485,688485.SH
房地产-房地产-住宅开发,17,600665,600665.SH
电力设备-电机-电机Ⅲ,33,002249,002249.SZ
轻工制造-造纸-造纸Ⅲ,17,600433,600433.SH
钢铁-钢铁-普钢,17,600581,600581.SH
电子-元件-印制电路板,17,603386,603386.SH
建筑材料-建筑材料-水泥,17,600585,600585.SH
机械设备-通用设备-金属制品,33,002164,002164.SZ
国防军工-军工电子-军工电子Ⅲ,33,002025,002025.SZ
国防军工-军工装备-航空装备,33,300900,300900.SZ
煤炭-煤炭开采加工-煤炭开采,17,600758,600758.SH
基础化工-化学制品-其他化学制品,33,002591,002591.SZ
房地产-房地产-住宅开发,33,000736,000736.SZ
轻工制造-家居用品-其他家居用品,33,301193,301193.SZ
电子-元件-被动元件,151,920641,920641.BJ
机械设备-通用设备-金属制品,33,000039,000039.SZ
国防军工-军工装备-航空装备,33,300581,300581.SZ
传媒-影视院线-影视院线Ⅲ,33,000892,000892.SZ
基础化工-塑料制品-其他塑料制品,151,920871,920871.BJ
公用事业-燃气-燃气Ⅲ,17,603080,603080.SH
计算机-IT服务-IT服务Ⅲ,151,920092,920092.BJ
基础化工-化学原料-其他化学原料,17,600610,600610.SH
建筑装饰-建筑装饰-装饰园林,33,002713,002713.SZ
计算机-软件开发-横向通用软件,17,688111,688111.SH
传媒-文化传媒-广告营销,17,600556,600556.SH
基础化工-化学制品-民爆用品,33,002360,002360.SZ
公用事业-燃气-燃气Ⅲ,17,600681,600681.SH
非银金融-证券-证券Ⅲ,17,601108,601108.SH
国防军工-军工电子-军工电子Ⅲ,33,301050,301050.SZ
有色金属-工业金属-铜,17,600490,600490.SH
建筑材料-建筑材料-其他建材,33,002398,002398.SZ
电子-光学光电子-光学元件,151,920438,920438.BJ
国防军工-军工装备-航海装备,17,600764,600764.SH
国防军工-军工电子-军工电子Ⅲ,33,002935,002935.SZ
社会服务-其他社会服务-专业服务,33,301169,301169.SZ
电子-其他电子-其他电子Ⅲ,33,301563,301563.SZ
电子-元件-印制电路板,33,301132,301132.SZ
电子-其他电子-其他电子Ⅲ,33,300516,300516.SZ
基础化工-化学原料-纯碱,17,600409,600409.SH
社会服务-其他社会服务-专业服务,17,603183,603183.SH
传媒-影视院线-影视院线Ⅲ,17,601595,601595.SH
电力设备-光伏设备-光伏辅材,33,300080,300080.SZ
轻工制造-家居用品-瓷砖地板,17,603226,603226.SH
食品饮料-饮料制造-软饮料,17,605337,605337.SH
钢铁-钢铁-普钢,17,600808,600808.SH
机械设备-通用设备-仪器仪表,33,300720,300720.SZ
轻工制造-家居用品-成品家居,17,603816,603816.SH
国防军工-军工电子-军工电子Ⅲ,17,600855,600855.SH
机械设备-专用设备-其他专用设备,17,600501,600501.SH
电力设备-电池-锂电池,33,301150,301150.SZ
公用事业-燃气-燃气Ⅲ,33,002911,002911.SZ
基础化工-化学原料-煤化工,17,600623,600623.SH
公用事业-燃气-燃气Ⅲ,17,600803,600803.SH
有色金属-小金属-其他小金属,17,600456,600456.SH
基础化工-化学制品-其他化学制品,33,002648,002648.SZ
传媒-文化传媒-数字媒体,17,603466,603466.SH
银行-银行-城商行,33,002948,002948.SZ
基础化工-化学制品-聚氨酯,17,603192,603192.SH
环保-环境治理-综合环境治理,33,300197,300197.SZ
纺织服饰-服装家纺-服装,33,002154,002154.SZ
环保-环境治理-水务及水治理,33,300929,300929.SZ
机械设备-通用设备-其他通用设备,17,603131,603131.SH
计算机-IT服务-IT服务Ⅲ,17,688562,688562.SH
传媒-影视院线-影视院线Ⅲ,33,300027,300027.SZ
基础化工-化学纤维-粘胶,33,000420,000420.SZ
基础化工-化学原料-钛白粉,33,002145,002145.SZ
计算机-软件开发-垂直应用软件,151,920207,920207.BJ
通信-通信服务-通信应用增值服务,33,300846,300846.SZ
