所属同花顺行业,code,market_code,股票代码
非银金融-多元金融-多元金融Ⅲ,603093,17,603093.SH
环保-环境治理-水务及水治理,002573,33,002573.SZ
环保-环境治理-固废治理,920370,151,920370.BJ
食品饮料-白酒-白酒Ⅲ,600702,17,600702.SH
电力设备-光伏设备-逆变器,300274,33,300274.SZ
电力设备-光伏设备-逆变器,002150,33,002150.SZ
电力设备-其他电源设备-其他电源设备Ⅲ,688411,17,688411.SH
公用事业-电力-热力,600167,17,600167.SH
银行-银行-农商行,601825,17,601825.SH
机械设备-专用设备-其他专用设备,300833,33,300833.SZ
银行-银行-股份制银行,601166,17,601166.SH
公用事业-电力-热力,603071,17,603071.SH
交通运输-港口航运-航运,002320,33,002320.SZ
银行-银行-城商行,601187,17,601187.SH
医药生物-化学制药-化学制剂,000915,33,000915.SZ
社会服务-旅游及酒店-旅游综合,603402,17,603402.SH
煤炭-煤炭开采加工-煤炭开采,600971,17,600971.SH
银行-银行-股份制银行,601818,17,601818.SH
交通运输-公路铁路运输-高速公路,600269,17,600269.SH
机械设备-通用设备-金属制品,301151,33,301151.SZ
医药生物-医药商业-医药流通,600511,17,600511.SH
环保-环境治理-大气治理,603177,17,603177.SH
建筑装饰-建筑装饰-专业工程,000928,33,000928.SZ
农林牧渔-种植业与林业-种子生产,000713,33,000713.SZ
医药生物-中药-中药Ⅲ,920266,151,920266.BJ
交通运输-公路铁路运输-高速公路,601188,17,601188.SH
社会服务-其他社会服务-专业服务,920039,151,920039.BJ
煤炭-煤炭开采加工-煤炭开采,601699,17,601699.SH
电力设备-光伏设备-硅料硅片,300345,33,300345.SZ
农林牧渔-养殖业-生猪养殖,600975,17,600975.SH
交通运输-公路铁路运输-高速公路,600033,17,600033.SH
环保-环境治理-固废治理,001230,33,001230.SZ
银行-银行-股份制银行,600000,17,600000.SH
基础化工-橡胶制品-其他橡胶制品,300121,33,300121.SZ
商贸零售-零售-百货零售,600828,17,600828.SH
医药生物-医药商业-药店,603233,17,603233.SH
医药生物-中药-中药Ⅲ,600285,17,600285.SH
公用事业-电力-热力,000692,33,000692.SZ
食品饮料-食品加工制造-休闲食品,002847,33,002847.SZ
电子-光学光电子-LED,300889,33,300889.SZ
基础化工-橡胶制品-炭黑,001207,33,001207.SZ
建筑装饰-建筑装饰-工程咨询服务,600629,17,600629.SH
食品饮料-食品加工制造-预加工食品,920826,151,920826.BJ
环保-环境治理-水务及水治理,300172,33,300172.SZ
电力设备-电网设备-线缆部件及其他,603606,17,603606.SH
医药生物-化学制药-原料药,920656,151,920656.BJ
电力设备-电网设备-电气自控设备,002546,33,002546.SZ
公用事业-电力-新能源发电,601985,17,601985.SH
电力设备-风电设备-风电零部件,301155,33,301155.SZ
食品饮料-食品加工制造-调味发酵品,603317,17,603317.SH
食品饮料-食品加工制造-肉制品,600073,17,600073.SH
基础化工-化学制品-其他化学制品,002971,33,002971.SZ
银行-银行-城商行,601009,17,601009.SH
交通运输-港口航运-港口,601298,17,601298.SH
有色金属-能源金属-锂,002756,33,002756.SZ
电子-消费电子-消费电子零部件及组装,301182,33,301182.SZ
公用事业-电力-火电,000027,33,000027.SZ
电力设备-电网设备-电气自控设备,301609,33,301609.SZ
建筑材料-建筑材料-耐火材料,920076,151,920076.BJ
汽车-汽车零部件-底盘与发动机系统,920022,151,920022.BJ
电子-消费电子-消费电子零部件及组装,920267,151,920267.BJ
机械设备-通用设备-金属制品,301377,33,301377.SZ
汽车-汽车零部件-底盘与发动机系统,920837,151,920837.BJ
建筑材料-建筑材料-其他建材,300715,33,300715.SZ
公用事业-电力-火电,600011,17,600011.SH
食品饮料-食品加工制造-肉制品,002330,33,002330.SZ
汽车-汽车零部件-车身附件及饰件,603409,17,603409.SH
计算机-IT服务-IT服务Ⅲ,000158,33,000158.SZ
基础化工-农化制品-复合肥,002999,33,002999.SZ
电力设备-光伏设备-光伏辅材,000159,33,000159.SZ
基础化工-橡胶制品-其他橡胶制品,920225,151,920225.BJ
食品饮料-饮料制造-软饮料,603711,17,603711.SH
农林牧渔-农产品加工-粮油加工,300999,33,300999.SZ
煤炭-煤炭开采加工-煤炭开采,600726,17,600726.SH
医药生物-化学制药-化学制剂,600812,17,600812.SH
食品饮料-白酒-白酒Ⅲ,000860,33,000860.SZ
非银金融-保险-保险Ⅲ,601318,17,601318.SH
交通运输-物流-物流Ⅲ,600057,17,600057.SH
电力设备-电池-其他电池,301222,33,301222.SZ
农林牧渔-农产品加工-畜禽饲料,000876,33,000876.SZ
建筑装饰-建筑装饰-专业工程,002051,33,002051.SZ
医药生物-化学制药-化学制剂,688197,17,688197.SH
机械设备-专用设备-能源及重型设备,603036,17,603036.SH
食品饮料-白酒-白酒Ⅲ,600559,17,600559.SH
医药生物-生物制品-疫苗,600739,17,600739.SH
交通运输-物流-物流Ⅲ,601598,17,601598.SH
美容护理-美容护理-化妆品,300955,33,300955.SZ
计算机-计算机设备-安防设备,605118,17,605118.SH
医药生物-化学制药-化学制剂,002393,33,002393.SZ
食品饮料-饮料制造-乳品,002570,33,002570.SZ
通信-通信设备-通信网络设备及器件,300502,33,300502.SZ
非银金融-证券-证券Ⅲ,600864,17,600864.SH
房地产-房地产-商业地产,001979,33,001979.SZ
轻工制造-家居用品-成品家居,001323,33,001323.SZ
电力设备-电网设备-线缆部件及其他,002309,33,002309.SZ
电力设备-电网设备-输变电设备,301120,33,301120.SZ
纺织服饰-纺织制造-辅料,002003,33,002003.SZ
环保-环保设备-环保设备Ⅲ,000820,33,000820.SZ
公用事业-电力-新能源发电,001289,33,001289.SZ
银行-银行-城商行,600919,17,600919.SH
公用事业-电力-水电,000993,33,000993.SZ
医药生物-中药-中药Ⅲ,600750,17,600750.SH
银行-银行-股份制银行,000001,33,000001.SZ
公用事业-电力-电能综合服务,600101,17,600101.SH
电力设备-电池-电池化学品,301358,33,301358.SZ
建筑材料-建筑材料-耐火材料,920580,151,920580.BJ
国防军工-军工电子-军工电子Ⅲ,300474,33,300474.SZ
电力设备-电池-锂电池,300014,33,300014.SZ
交通运输-公路铁路运输-高速公路,600368,17,600368.SH
电力设备-风电设备-风电零部件,002487,33,002487.SZ
房地产-房地产-住宅开发,600708,17,600708.SH
交通运输-公路铁路运输-高速公路,600020,17,600020.SH
基础化工-塑料制品-改性塑料,002768,33,002768.SZ
电力设备-电网设备-线缆部件及其他,603333,17,603333.SH
社会服务-旅游及酒店-酒店,600258,17,600258.SH
农林牧渔-农产品加工-畜禽饲料,002567,33,002567.SZ
农林牧渔-养殖业-动物保健,920729,151,920729.BJ
交通运输-公路铁路运输-高速公路,600548,17,600548.SH
电力设备-电网设备-电气自控设备,002121,33,002121.SZ
医药生物-医疗器械-医疗耗材,603718,17,603718.SH
商贸零售-零售-商业物业经营,600113,17,600113.SH
食品饮料-饮料制造-啤酒,600600,17,600600.SH
农林牧渔-种植业与林业-种子生产,600371,17,600371.SH
基础化工-化学原料-煤化工,000830,33,000830.SZ
医药生物-医疗器械-医疗设备,301087,33,301087.SZ
环保-环境治理-水务及水治理,300664,33,300664.SZ
非银金融-证券-证券Ⅲ,601066,17,601066.SH
通信-通信服务-电信运营商,601728,17,601728.SH
电力设备-光伏设备-光伏电池组件,002459,33,002459.SZ
农林牧渔-种植业与林业-其他种植业,002772,33,002772.SZ
电力设备-光伏设备-光伏辅材,920007,151,920007.BJ
汽车-汽车零部件-车身附件及饰件,920270,151,920270.BJ
汽车-汽车服务及其他-汽车服务,920030,151,920030.BJ
食品饮料-白酒-白酒Ⅲ,600197,17,600197.SH
银行-银行-股份制银行,600015,17,600015.SH
农林牧渔-农产品加工-畜禽饲料,002100,33,002100.SZ
环保-环境治理-固废治理,601330,17,601330.SH
机械设备-专用设备-其他专用设备,603800,17,603800.SH
银行-银行-城商行,601838,17,601838.SH
煤炭-煤炭开采加工-煤炭开采,601001,17,601001.SH
家用电器-厨卫电器-厨卫电器Ⅲ,603366,17,603366.SH
非银金融-证券-证券Ⅲ,601211,17,601211.SH
基础化工-农化制品-氮肥,600426,17,600426.SH
纺织服饰-纺织制造-其他纺织,603073,17,603073.SH
基础化工-塑料制品-改性塑料,920066,151,920066.BJ
汽车-汽车零部件-汽车电子电气系统,300745,33,300745.SZ
家用电器-小家电-小家电Ⅲ,002705,33,002705.SZ
通信-通信设备-通信终端及配件,300615,33,300615.SZ
基础化工-橡胶制品-其他橡胶制品,920834,151,920834.BJ
电力设备-电池-其他电池,920239,151,920239.BJ
银行-银行-城商行,600926,17,600926.SH
通信-通信服务-电信运营商,600941,17,600941.SH
基础化工-化学制品-食品及饲料添加剂,301156,33,301156.SZ
电子-光学光电子-LED,605365,17,605365.SH
机械设备-自动化设备-激光设备,688025,17,688025.SH
基础化工-塑料制品-其他塑料制品,301588,33,301588.SZ
轻工制造-家居用品-其他家居用品,301595,33,301595.SZ
计算机-软件开发-垂直应用软件,300468,33,300468.SZ
国防军工-军工装备-航海装备,603268,22,603268.SH
计算机-IT服务-IT服务Ⅲ,300300,33,300300.SZ
建筑装饰-建筑装饰-工程咨询服务,301058,33,301058.SZ
建筑装饰-建筑装饰-房屋建设,601668,17,601668.SH
纺织服饰-服装家纺-饰品,600735,22,600735.SH
机械设备-轨交设备-轨交设备Ⅲ,920541,151,920541.BJ
有色金属-金属新材料-其他金属新材料,601137,17,601137.SH
纺织服饰-纺织制造-其他纺织,002144,33,002144.SZ
交通运输-物流-物流Ⅲ,002352,33,002352.SZ
交通运输-物流-物流Ⅲ,603056,17,603056.SH
交通运输-公路铁路运输-高速公路,601518,17,601518.SH
电子-光学光电子-光学元件,301479,33,301479.SZ
食品饮料-饮料制造-乳品,600597,17,600597.SH
公用事业-电力-热力,605162,17,605162.SH
汽车-汽车零部件-底盘与发动机系统,603121,17,603121.SH
医药生物-中药-中药Ⅲ,600085,17,600085.SH
综合-综合-综合Ⅲ,600673,17,600673.SH
轻工制造-造纸-造纸Ⅲ,605377,17,605377.SH
医药生物-化学制药-化学制剂,000788,33,000788.SZ
基础化工-橡胶制品-其他橡胶制品,300320,33,300320.SZ
非银金融-证券-证券Ⅲ,601555,17,601555.SH
非银金融-证券-证券Ⅲ,601881,17,601881.SH
电力设备-光伏设备-硅料硅片,600438,17,600438.SH
电力设备-光伏设备-光伏电池组件,920985,151,920985.BJ
电力设备-电网设备-输变电设备,920111,151,920111.BJ
纺织服饰-服装家纺-服装,002634,33,002634.SZ
商贸零售-零售-百货零售,000564,33,000564.SZ
环保-环境治理-水务及水治理,300422,33,300422.SZ
环保-环境治理-水务及水治理,603291,17,603291.SH
机械设备-自动化设备-工控设备,002975,33,002975.SZ
建筑装饰-建筑装饰-工程咨询服务,301027,33,301027.SZ
农林牧渔-农产品加工-畜禽饲料,688156,17,688156.SH
轻工制造-家居用品-成品家居,920765,151,920765.BJ
建筑材料-建筑材料-水泥,000672,33,000672.SZ
家用电器-白色家电-家电零部件,920108,151,920108.BJ
农林牧渔-种植业与林业-林业,000592,33,000592.SZ
医药生物-中药-中药Ⅲ,600422,17,600422.SH
环保-环境治理-水务及水治理,000685,33,000685.SZ
非银金融-证券-证券Ⅲ,601995,17,601995.SH
医药生物-化学制药-化学制剂,920566,151,920566.BJ
煤炭-煤炭开采加工-煤炭开采,002128,33,002128.SZ
电子-其他电子-其他电子Ⅲ,301328,33,301328.SZ
非银金融-保险-保险Ⅲ,601601,17,601601.SH
计算机-计算机设备-安防设备,920198,151,920198.BJ
环保-环境治理-水务及水治理,600283,17,600283.SH
医药生物-中药-中药Ⅲ,000538,33,000538.SZ
食品饮料-食品加工制造-预加工食品,002661,33,002661.SZ
环保-环境治理-水务及水治理,000544,33,000544.SZ
煤炭-煤炭开采加工-煤炭开采,601666,17,601666.SH
基础化工-化学原料-其他化学原料,603227,17,603227.SH
钢铁-钢铁-特钢,000708,33,000708.SZ
环保-环境治理-固废治理,601200,17,601200.SH
机械设备-专用设备-能源及重型设备,002278,33,002278.SZ
食品饮料-食品加工制造-休闲食品,002557,33,002557.SZ
交通运输-机场航运-机场,600009,17,600009.SH
农林牧渔-农产品加工-粮油加工,000019,33,000019.SZ
环保-环境治理-水务及水治理,000605,33,000605.SZ
基础化工-化学制品-其他化学制品,603681,17,603681.SH
通信-通信设备-通信网络设备及器件,002902,33,002902.SZ
基础化工-化学原料-煤化工,002274,33,002274.SZ
商贸零售-零售-百货零售,000419,33,000419.SZ
电力设备-光伏设备-逆变器,300827,33,300827.SZ
汽车-汽车零部件-底盘与发动机系统,002126,33,002126.SZ
农林牧渔-农产品加工-宠物食品,301498,33,301498.SZ
交通运输-物流-物流Ⅲ,001391,33,001391.SZ
机械设备-工程机械-工程机械Ⅲ,920245,151,920245.BJ
银行-银行-农商行,601528,17,601528.SH
交通运输-公路铁路运输-高速公路,000828,33,000828.SZ
电子-电子化学品-电子化学品Ⅲ,688548,17,688548.SH
环保-环境治理-水务及水治理,601368,17,601368.SH
环保-环境治理-水务及水治理,600168,17,600168.SH
汽车-汽车零部件-其他汽车零部件,920221,151,920221.BJ
机械设备-通用设备-制冷空调设备,301525,33,301525.SZ
公用事业-电力-火电,600795,17,600795.SH
农林牧渔-养殖业-生猪养殖,001201,33,001201.SZ
汽车-汽车零部件-汽车电子电气系统,603202,17,603202.SH
基础化工-化学原料-煤化工,000990,33,000990.SZ
农林牧渔-农产品加工-果蔬加工,920023,151,920023.BJ
医药生物-医药商业-医药流通,601607,17,601607.SH
交通运输-公路铁路运输-公交,600834,17,600834.SH
交通运输-公路铁路运输-铁路运输,001213,33,001213.SZ
公用事业-电力-新能源发电,600905,17,600905.SH
综合-综合-综合Ⅲ,000652,33,000652.SZ
电力设备-电网设备-电气自控设备,920299,151,920299.BJ
通信-通信设备-通信网络设备及器件,300548,33,300548.SZ
交通运输-公路铁路运输-高速公路,600035,17,600035.SH
食品饮料-饮料制造-啤酒,600573,17,600573.SH
医药生物-医疗器械-体外诊断,688075,17,688075.SH
公用事业-电力-火电,600575,17,600575.SH
食品饮料-饮料制造-乳品,600887,17,600887.SH
交通运输-物流-物流Ⅲ,600180,17,600180.SH
通信-通信设备-通信网络设备及器件,300620,33,300620.SZ
农林牧渔-农产品加工-畜禽饲料,603609,17,603609.SH
传媒-文化传媒-出版,601098,17,601098.SH
汽车-汽车零部件-汽车电子电气系统,002906,33,002906.SZ
医药生物-生物制品-血液制品,000403,33,000403.SZ
医药生物-医药商业-医药流通,600056,17,600056.SH
公用事业-电力-热力,605011,17,605011.SH
基础化工-化学原料-钛白粉,000545,33,000545.SZ
交通运输-公路铁路运输-公交,600561,17,600561.SH
煤炭-煤炭开采加工-煤炭开采,600348,17,600348.SH
医药生物-医药商业-药店,603939,17,603939.SH
农林牧渔-农产品加工-水产饲料,002311,33,002311.SZ
家用电器-白色家电-空调,000651,33,000651.SZ
食品饮料-饮料制造-乳品,920786,151,920786.BJ
医药生物-医疗器械-医疗耗材,600529,17,600529.SH
房地产-房地产-商业地产,600724,17,600724.SH
公用事业-电力-火电,600396,17,600396.SH
纺织服饰-服装家纺-服装,603808,17,603808.SH
银行-银行-城商行,601577,17,601577.SH
交通运输-港口航运-港口,600017,17,600017.SH
医药生物-化学制药-化学制剂,688566,17,688566.SH
非银金融-证券-证券Ⅲ,600918,17,600918.SH
电子-元件-被动元件,920641,151,920641.BJ
机械设备-轨交设备-轨交设备Ⅲ,601766,17,601766.SH
环保-环境治理-固废治理,301305,33,301305.SZ
轻工制造-家居用品-定制家居,603801,17,603801.SH
医药生物-化学制药-原料药,920547,151,920547.BJ
医药生物-医疗器械-医疗设备,920278,151,920278.BJ
银行-银行-股份制银行,601916,17,601916.SH
电子-光学光电子-LED,920339,151,920339.BJ
非银金融-证券-证券Ⅲ,601059,17,601059.SH
轻工制造-家居用品-定制家居,603208,17,603208.SH
银行-银行-城商行,601997,17,601997.SH
建筑装饰-建筑装饰-装饰园林,603955,17,603955.SH
有色金属-小金属-其他小金属,600301,17,600301.SH
